,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified
43,8198847,12/09/22(Fri)09:40:10,Anonymous,/ddm/ - Donna Del Mondo General,"THREE WEEKS Edition<br><br>Previous: <a href=""/pw/thread/8147305#p8147305"" class=""quotelink"">&gt;&gt;8147305</a><br><br>LLLGMHTM<br>LLLDDM",1669903832219257,.jpg,1108,1478,187,250,1670596810152412,1670596810,5qDyn7FYTd/1bOW8wuKorA==,254467,0,0,0,ddm-donna-del-mondo-general,39,14,34.0,14.0,"[{'no': 8202902, 'now': '12/09/22(Fri)20:04:13', 'name': 'Anonymous', 'com': '<a href=""#p8202858"" class=""quotelink"">&gt;&gt;8202858</a><br>d-do you like it...?', 'time': 1670634253, 'resto': 8198847}, {'no': 8202962, 'now': '12/09/22(Fri)20:11:46', 'name': 'Anonymous', 'com': '<a href=""#p8202902"" class=""quotelink"">&gt;&gt;8202902</a><br>not really. my ex gf used to like them but i wasnt really keen.', 'time': 1670634706, 'resto': 8198847}, {'no': 8202993, 'now': '12/09/22(Fri)20:15:55', 'name': 'Anonymous', 'com': '<a href=""#p8202686"" class=""quotelink"">&gt;&gt;8202686</a><br><a href=""#p8202902"" class=""quotelink"">&gt;&gt;8202902</a><br>They&#039;re my favorite band anon. I&#039;ve already listened to their christmas album multiple times.', 'time': 1670634955, 'resto': 8198847}, {'no': 8203090, 'now': '12/09/22(Fri)20:25:32', 'name': 'Anonymous', 'com': 'Playing Star Wars Battlefront II (2005) with Mai Sakurai', 'time': 1670635532, 'resto': 8198847}, {'no': 8203161, 'now': '12/09/22(Fri)20:29:06', 'name': 'Anonymous', 'com': '<a href=""#p8202993"" class=""quotelink"">&gt;&gt;8202993</a><br>Really!? Woah!<br>if you ever like... need to listen to their Christmas album this holiday season in someone else&#039;s home...', 'time': 1670635746, 'resto': 8198847}]",1670635746
44,8200633,12/09/22(Fri)14:12:14,Anonymous,Smackdown gamethread #1,"Happy Birthday to the GOAT Kurt Angle!!!<br><br>Card:<br><span class=""quote"">&gt;Usos vs Brawling Brutes for the Undisputed Tag Team titles</span><br><span class=""quote"">&gt;WWE celebrates the GOAT Kurt Angles birthday!!</span><br><span class=""quote"">&gt;&amp; so much more!</span>",1663394122933361,.webm,1280,720,250,140,1670613134750999,1670613134,JNC4oLDBRUctziNypvzJuQ==,2066292,0,1,0,smackdown-gamethread-1,311,48,306.0,48.0,"[{'no': 8203158, 'now': '12/09/22(Fri)20:28:53', 'name': 'Anonymous', 'com': '<a href=""#p8203136"" class=""quotelink"">&gt;&gt;8203136</a><br>kek you’re right I totally forgot about that', 'time': 1670635733, 'resto': 8200633}, {'no': 8203159, 'now': '12/09/22(Fri)20:28:53', 'name': 'Anonymous', 'com': 'LA KNIGHT', 'time': 1670635733, 'resto': 8200633}, {'no': 8203162, 'now': '12/09/22(Fri)20:29:06', 'name': 'Anonymous', 'com': 'NEXT<br><br><a href=""/pw/thread/8203123#p8203123"" class=""quotelink"">&gt;&gt;8203123</a><br><a href=""/pw/thread/8203123#p8203123"" class=""quotelink"">&gt;&gt;8203123</a>', 'time': 1670635746, 'resto': 8200633}, {'no': 8203172, 'now': '12/09/22(Fri)20:29:42', 'name': 'Anonymous', 'com': '<a href=""#p8203157"" class=""quotelink"">&gt;&gt;8203157</a><br>H has to make up for not being able to hit the gas anymore himself.', 'time': 1670635782, 'resto': 8200633}, {'no': 8203173, 'now': '12/09/22(Fri)20:29:47', 'name': 'Anonymous', 'com': '<a href=""#p8203137"" class=""quotelink"">&gt;&gt;8203137</a><br>I don’t give a fuck if people stay I don’t fucking make money off the show I don’t give a fuck if three people watch. I care if I enjoy it I don’t give a fuck what makes you your grandma or anyone fucking stay. I don’t enjoy it. Therefore, I am mad about it simple as that. If you have stock in the company and the ratings matter to you for that reason awesome good for you it’s boring as shit for me.', 'time': 1670635787, 'resto': 8200633}]",1670635787
45,8202172,12/09/22(Fri)18:20:38,Anonymous,,"<span class=""quote"">&gt;Welcome to wrestling school anon, post the wrestling attire you&#039;ve selected for your training</span><br>https://elucha.com/",010735_1280x720_631898_215,.jpg,1280,720,250,140,1670628038058157,1670628038,jlFLIlShSSa4+7tbOfWxgQ==,402348,0,0,0,welcome-to-wrestling-school-anon-post-the,4,0,,,"[{'no': 8202271, 'now': '12/09/22(Fri)18:33:46', 'name': 'Anonymous', 'com': '<a href=""#p8202172"" class=""quotelink"">&gt;&gt;8202172</a><br><span class=""quote"">&gt;Kickpads</span><br>Holy mega fucking cringe. Flips, kicks, and sucking dicks.', 'time': 1670628826, 'resto': 8202172}, {'no': 8202279, 'now': '12/09/22(Fri)18:36:16', 'name': 'Anonymous', 'com': '<a href=""#p8202172"" class=""quotelink"">&gt;&gt;8202172</a><br><span class=""quote"">&gt;https://elucha.com/</span><br>buy an add', 'time': 1670628976, 'resto': 8202172}, {'no': 8203005, 'now': '12/09/22(Fri)20:17:23', 'name': 'Anonymous', 'com': '<a href=""#p8202172"" class=""quotelink"">&gt;&gt;8202172</a><br>Black trunks<br>Black boots', 'time': 1670635043, 'resto': 8202172}, {'no': 8203143, 'now': '12/09/22(Fri)20:27:59', 'name': 'Anonymous', 'com': 'https://elucha.com/product/communis<wbr>t-red-white-wrestling-mask/<br>Dimes', 'time': 1670635679, 'resto': 8202172}]",1670635679
46,8203011,12/09/22(Fri)20:17:45,Anonymous,Shocking news,,1670098605065336,.png,965,754,249,195,1670635065189364,1670635065,89MgeCf4c7PTgbh0wiWkpA==,728119,0,0,0,shocking-news,3,0,,,"[{'no': 8203021, 'now': '12/09/22(Fri)20:18:53', 'name': 'Anonymous', 'com': '<a href=""#p8203011"" class=""quotelink"">&gt;&gt;8203011</a><br>LMAOOOO', 'time': 1670635133, 'resto': 8203011}, {'no': 8203022, 'now': '12/09/22(Fri)20:18:55', 'name': 'Anonymous', 'com': '<a href=""#p8203011"" class=""quotelink"">&gt;&gt;8203011</a><br>kek based', 'time': 1670635135, 'resto': 8203011}, {'no': 8203097, 'now': '12/09/22(Fri)20:25:44', 'name': 'Anonymous', 'com': '<a href=""#p8203011"" class=""quotelink"">&gt;&gt;8203011</a><br>lol<br>kek even', 'time': 1670635544, 'resto': 8203011}]",1670635544
47,8202147,12/09/22(Fri)18:17:25,Anonymous,,Has being a wrestling fan ever helped you get a job?,1661004776074,.png,682,624,250,228,1670627845434225,1670627845,2HciHeDHL6JpsoIO1NL/aw==,367527,0,0,0,has-being-a-wrestling-fan-ever-helped-you-get-a,17,2,12.0,1.0,"[{'no': 8202869, 'now': '12/09/22(Fri)20:01:31', 'name': 'Anonymous', 'com': 'The opposite, actually. Because of my love of pro-wrestling I refuse to do the job.', 'time': 1670634091, 'resto': 8202147}, {'no': 8202985, 'now': '12/09/22(Fri)20:15:17', 'name': 'Anonymous', 'com': '<a href=""#p8202216"" class=""quotelink"">&gt;&gt;8202216</a>', 'filename': '1586502258944', 'ext': '.jpg', 'w': 206, 'h': 254, 'tn_w': 101, 'tn_h': 125, 'tim': 1670634917365299, 'time': 1670634917, 'md5': 'qZ3Zh0L0oi6lxcSXUjeNwQ==', 'fsize': 15197, 'resto': 8202147}, {'no': 8203007, 'now': '12/09/22(Fri)20:17:27', 'name': 'Anonymous', 'com': '<a href=""#p8202216"" class=""quotelink"">&gt;&gt;8202216</a><br>stop cooming under your desk then anon', 'time': 1670635047, 'resto': 8202147}, {'no': 8203034, 'now': '12/09/22(Fri)20:20:10', 'name': 'Anonymous', 'com': 'only chuds have jobs', 'time': 1670635210, 'resto': 8202147}, {'no': 8203079, 'now': '12/09/22(Fri)20:24:41', 'name': 'Anonymous', 'com': '<a href=""#p8202147"" class=""quotelink"">&gt;&gt;8202147</a><br>WWE, for retards, by retards', 'time': 1670635481, 'resto': 8202147}]",1670635481
48,8201679,12/09/22(Fri)16:50:21,Anonymous,WWE showing interest in Mr Beast for Royal Rumble,"<span class=""quote"">&gt;It has been rumored that Triple H of WWE is interested in having Mr Beast appear at the WWE Royal Rumble on January 29th 2023.</span><br> <br><span class=""quote"">&gt;Mr Beast, known for his extravagant and viral stunt videos on YouTube, has gained a massive following of over 50 million subscribers. His unique brand of entertainment and willingness to push the boundaries has made him a fan favorite among younger audiences.</span><br> <br><span class=""quote"">&gt;Triple H is said to be interested in bringing Mr Beast into the WWE fold, with the potential for him to appear at the Royal Rumble as a special guest. This would be a huge coup for WWE, as Mr Beast&#039;s massive social media presence could bring in a whole new audience to the event.</span><br> <br><span class=""quote"">&gt;Fans are excited at the prospect of seeing Mr Beast in the WWE ring, with many speculating that he could bring his signature stunts to the event. Some are even suggesting that he could compete in the Royal Rumble itself, adding a wild card element to the already unpredictable match.</span><br> <br><span class=""quote"">&gt;While nothing has been confirmed yet, the rumors are certainly stirring up excitement among wrestling fans. If the rumors are true, it could be an unforgettable night at the Royal Rumble with Mr Beast making his WWE debut. Stay tuned for updates on this potential collaboration.</span>",F9bS_mJbJ7I6K0e,.jpg,496,307,250,154,1670622621036484,1670622621,v6j+MHsFtC4+0JGUhWmB5A==,21299,0,0,0,wwe-showing-interest-in-mr-beast-for-royal-rumble,39,3,34.0,3.0,"[{'no': 8202791, 'now': '12/09/22(Fri)19:49:39', 'name': 'Anonymous', 'com': '<a href=""#p8202778"" class=""quotelink"">&gt;&gt;8202778</a><br>some women are immensely turned on by money', 'time': 1670633379, 'resto': 8201679}, {'no': 8202796, 'now': '12/09/22(Fri)19:50:01', 'name': 'Anonymous', 'com': '<a href=""#p8202422"" class=""quotelink"">&gt;&gt;8202422</a><br>I think he was a trust fund baby and then once his youtube videos started getting retarded amounts of views, youtube just throws money at him by the truckload to do whatever the fuck he wants', 'time': 1670633401, 'resto': 8201679}, {'no': 8202809, 'now': '12/09/22(Fri)19:51:59', 'name': 'Anonymous', 'com': '<a href=""#p8202796"" class=""quotelink"">&gt;&gt;8202796</a><br>chad', 'time': 1670633519, 'resto': 8201679}, {'no': 8203037, 'now': '12/09/22(Fri)20:20:32', 'name': 'Anonymous', 'com': '<a href=""#p8201679"" class=""quotelink"">&gt;&gt;8201679</a><br><span class=""quote"">&gt;showing interest</span><br><span class=""quote"">&gt;nothings been confirmed</span><br><span class=""quote"">&gt;just rumours</span><br><br>JFC, do the jannies really allow this meltzer tier of shilling for a literal known scammer?', 'time': 1670635232, 'resto': 8201679}, {'no': 8203056, 'now': '12/09/22(Fri)20:22:35', 'name': 'Anonymous', 'com': '<a href=""#p8202422"" class=""quotelink"">&gt;&gt;8202422</a><br>He&#039;s just a sponsor tool<br>Multiple big businesses focus on him to shill other products<br>When you&#039;re pushing say, 5 billion worth of of revenue and 80% of that is from marketing kids? a million a year to some faggot isn&#039;t a drop in the ocean<br><br>It&#039;s just one giant advertising program', 'time': 1670635355, 'resto': 8201679}]",1670635355
49,8202975,12/09/22(Fri)20:13:24,Anonymous,kino confirmed,"<span class=""quote"">&gt;Vice TV will premiere “The Nine Lives of Vince McMahon” documentary next Tuesday at 9 p.m. ET, which airs at the same time as the second hour of NXT. Vice is replaying the documentary at Midnight and 3 a.m. later that night and will have four hours of Dark Side of the Ring episodes serving as lead-ins with the shows covering the Plane Ride from Hell, Owen Hart, The Steroid Trial, and the Montreal Screwjob. The Vince documentary will be the most in-depth coverage of McMahon since his resignation over the summer with McMahon keeping an ultra-low profile in the wake of his scandal. Many people were interviewed for the Vice TV doc including reporters Brandon Thurston, Dave Meltzer, and Bryan Alvarez.</span><br>https://www.postwrestling.com/2022/<wbr>12/09/pollocks-news-update-nine-liv<wbr>es-of-vince-doc-josh-alexander-vs-s<wbr>peedball/",p23031464_b_h8_aa,.jpg,960,540,250,140,1670634804052484,1670634804,4mtCYuqZSvoa8qA0MHFetw==,67770,0,0,0,kino-confirmed,2,0,,,"[{'no': 8202980, 'now': '12/09/22(Fri)20:14:33', 'name': 'Anonymous', 'com': '<a href=""#p8202975"" class=""quotelink"">&gt;&gt;8202975</a><br><span class=""quote"">&gt;including reporters Brandon Thurston, Dave Meltzer, and Bryan Alvarez</span><br>Ok I get Meltzer, but Alvarez is just his lackey and the other guy just makes charts', 'time': 1670634873, 'resto': 8202975}, {'no': 8203042, 'now': '12/09/22(Fri)20:20:57', 'name': 'Anonymous', 'com': '<a href=""#p8202975"" class=""quotelink"">&gt;&gt;8202975</a><br>based', 'time': 1670635257, 'resto': 8202975}]",1670635257
50,8201691,12/09/22(Fri)16:56:16,Anonymous,,Ratings cancer who will end up being the death of AEW,1670108394474098,.jpg,1920,1200,250,156,1670622976052961,1670622976,YBk2lhaJjyIimiwf9a2K/g==,240805,0,0,0,ratings-cancer-who-will-end-up-being-the-death-of,30,3,25.0,3.0,"[{'no': 8202800, 'now': '12/09/22(Fri)19:50:52', 'name': 'Anonymous', 'com': '<a href=""#p8201691"" class=""quotelink"">&gt;&gt;8201691</a><br><span class=""quote"">&gt;sitting backstage dying with 100lbs of ice strapped to their bodies</span><br><span class=""quote"">&gt;they aren&#039;t even killing themselves for good ratings</span><br>Will they get a clue, work a safer in-ring style, and try to pop the crowd using great promos and stories instead of 100mph body-pulverizing high spots? Haha fuck no. Self destructive flippy shit until they die.', 'time': 1670633452, 'resto': 8201691}, {'no': 8202839, 'now': '12/09/22(Fri)19:56:48', 'name': 'Anonymous', 'com': '<a href=""#p8201974"" class=""quotelink"">&gt;&gt;8201974</a><br>Who was the first person TK called when he started planning out the company again?', 'time': 1670633808, 'resto': 8201691}, {'no': 8202847, 'now': '12/09/22(Fri)19:58:07', 'name': 'Anonymous', 'com': '<a href=""#p8202839"" class=""quotelink"">&gt;&gt;8202839</a><br>jim cornette', 'time': 1670633887, 'resto': 8201691}, {'no': 8202849, 'now': '12/09/22(Fri)19:58:31', 'name': 'Anonymous', 'com': '<a href=""#p8202847"" class=""quotelink"">&gt;&gt;8202847</a><br>Nope, Matt Jackson and his wife.', 'time': 1670633911, 'resto': 8201691}, {'no': 8203000, 'now': '12/09/22(Fri)20:16:40', 'name': 'Anonymous', 'com': '<a href=""#p8202849"" class=""quotelink"">&gt;&gt;8202849</a><br>nope, cornette.', 'time': 1670635000, 'resto': 8201691}]",1670635000
51,8201938,12/09/22(Fri)17:43:44,Anonymous,.,,FjkX1uoX0AAow7f,.jpg,828,1449,142,250,1670625824272862,1670625824,a2OjrQwrDbwDVbvPcSkyJQ==,259327,0,0,0,,15,2,10.0,2.0,"[{'no': 8202747, 'now': '12/09/22(Fri)19:43:03', 'name': 'Anonymous', 'com': '<a href=""#p8202363"" class=""quotelink"">&gt;&gt;8202363</a><br>Kanye being insane is jewish propaganda. He literally just doesn&#039;t give a fuck.', 'time': 1670632983, 'resto': 8201938}, {'no': 8202768, 'now': '12/09/22(Fri)19:45:31', 'name': 'Anonymous', 'com': '<a href=""#p8202363"" class=""quotelink"">&gt;&gt;8202363</a><br>Ye is a legendary figure who will feature prominently in history books of our age<br>Phil is a fucking geek who had a good run in stunt-clown fake fighting for a few years', 'time': 1670633131, 'resto': 8201938}, {'no': 8202870, 'now': '12/09/22(Fri)20:01:35', 'name': 'Anonymous', 'com': '<a href=""#p8202747"" class=""quotelink"">&gt;&gt;8202747</a><br>You can tell he isn&#039;t right if you listen to him speak for more than 10 minutes. He won&#039;t accept anything other than what he already believes in. He keeps saying he&#039;s a Jew because Black = Jew but he won&#039;t elaborate on what the fuck he means by that.', 'time': 1670634095, 'resto': 8201938}, {'no': 8202894, 'now': '12/09/22(Fri)20:03:25', 'name': 'Anonymous', 'com': '<a href=""#p8201992"" class=""quotelink"">&gt;&gt;8201992</a><br>This. He’s a manipulative asshole.<br>Also &gt;1992', 'time': 1670634205, 'resto': 8201938}, {'no': 8202948, 'now': '12/09/22(Fri)20:08:38', 'name': 'Anonymous', 'com': '<a href=""#p8201938"" class=""quotelink"">&gt;&gt;8201938</a><br>He&#039;s joking, you autist', 'time': 1670634518, 'resto': 8201938}]",1670634518
52,8199094,12/09/22(Fri)10:27:02,Anonymous,,ITT: bizarre match graphics,maxresdefault,.jpg,1280,720,250,140,1670599622997498,1670599622,L72ygsXFeh0rpN63jgZQuw==,146941,0,0,0,itt-bizarre-match-graphics,60,29,55.0,25.0,"[{'no': 8202662, 'now': '12/09/22(Fri)19:31:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;*draws the house*</span>', 'filename': 'aew-dynamite-2020-09-03b', 'ext': '.jpg', 'w': 1024, 'h': 576, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632316433781, 'time': 1670632316, 'md5': '9XxS6ZwpIudsaYSHswwLtw==', 'fsize': 173125, 'resto': 8199094}, {'no': 8202740, 'now': '12/09/22(Fri)19:42:11', 'name': 'Anonymous', 'com': 'I have nightmares about this match', 'filename': 'Screenshot-2565', 'ext': '.png', 'w': 1360, 'h': 768, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632931211566, 'time': 1670632931, 'md5': 'hP8Hkz5WnoL3AzIY6Q9sIw==', 'fsize': 1615330, 'resto': 8199094}, {'no': 8202757, 'now': '12/09/22(Fri)19:43:54', 'name': 'Anonymous', 'filename': '1562606975109', 'ext': '.png', 'w': 805, 'h': 251, 'tn_w': 124, 'tn_h': 38, 'tim': 1670633034115999, 'time': 1670633034, 'md5': '9t4WekdbLZPOaOfVfazG/g==', 'fsize': 336469, 'resto': 8199094}, {'no': 8202840, 'now': '12/09/22(Fri)19:56:55', 'name': 'Anonymous', 'com': '<a href=""#p8199094"" class=""quotelink"">&gt;&gt;8199094</a><br>Was Dean Ambrose on some kind of heavy duty psychiatric drugs or something in the WWF? He looks so weak compared to today', 'time': 1670633815, 'resto': 8199094}, {'no': 8202854, 'now': '12/09/22(Fri)19:59:12', 'name': 'Anonymous', 'com': '<a href=""#p8200546"" class=""quotelink"">&gt;&gt;8200546</a><br><span class=""quote"">&gt;niggers whipping each other over a bucket of fried chicken</span>', 'filename': '1668575381849162', 'ext': '.jpg', 'w': 540, 'h': 540, 'tn_w': 125, 'tn_h': 125, 'tim': 1670633952371458, 'time': 1670633952, 'md5': 'tLwNHIifu6DCFbMI2dEqhA==', 'fsize': 39630, 'resto': 8199094}]",1670633952
53,8202358,12/09/22(Fri)18:47:03,Anonymous,You think youre special...,so. now that the dust has settled<br>which one was the jannetty?,1670568780678902,.jpg,870,512,249,147,1670629623718417,1670629623,UHZKszMwCw2P2fR2BaNyKw==,119507,0,0,0,you-think-youre-special,5,0,,,"[{'no': 8202378, 'now': '12/09/22(Fri)18:50:27', 'name': 'Anonymous', 'com': 'I wish wrestling wasn&#039;t so tame these days. A heel gimmick based on opposing abortion or trans shit would get such unbelievable heat and draw dimes.', 'time': 1670629827, 'resto': 8202358}, {'no': 8202387, 'now': '12/09/22(Fri)18:51:44', 'name': 'Anonymous', 'com': '<a href=""#p8202358"" class=""quotelink"">&gt;&gt;8202358</a><br>Omega clearly, at least Phil supports *real* women', 'time': 1670629904, 'resto': 8202358}, {'no': 8202403, 'now': '12/09/22(Fri)18:53:51', 'name': 'Anonymous', 'com': '<a href=""#p8202358"" class=""quotelink"">&gt;&gt;8202358</a><br>Omega pointing to the sign was unscripted. Punk knew what he was doing. He went into business for himself by intentionally wearing that shirt. Punk is not only the Jannetty but also a try hard sociopath that&#039;s probably hiding skeletons in his closet.', 'time': 1670630031, 'resto': 8202358}, {'no': 8202427, 'now': '12/09/22(Fri)18:56:32', 'name': 'Anonymous', 'com': '<a href=""#p8202403"" class=""quotelink"">&gt;&gt;8202403</a><br>wait, this sign wasnt a plant?', 'time': 1670630192, 'resto': 8202358}, {'no': 8202853, 'now': '12/09/22(Fri)19:58:57', 'name': 'Anonymous', 'com': '<a href=""#p8202378"" class=""quotelink"">&gt;&gt;8202378</a><br>russo would still do it', 'time': 1670633937, 'resto': 8202358}]",1670633937
54,8200756,12/09/22(Fri)14:26:58,Anonymous,,#30,2345324542532,.png,580,537,249,231,1670614018618193,1670614018,/G0LLiz01D/MwjfQi6Abmw==,331764,0,0,0,30,11,0,6.0,0.0,"[{'no': 8201282, 'now': '12/09/22(Fri)15:43:07', 'name': 'Anonymous', 'com': '<a href=""#p8200986"" class=""quotelink"">&gt;&gt;8200986</a><br>I watch Deadlock, if they suck at NLI at least Deadlock is great.', 'time': 1670618587, 'resto': 8200756}, {'no': 8201441, 'now': '12/09/22(Fri)16:07:37', 'name': 'Anonymous', 'com': '<a href=""#p8200756"" class=""quotelink"">&gt;&gt;8200756</a><br>BASED', 'time': 1670620057, 'resto': 8200756}, {'no': 8201444, 'now': '12/09/22(Fri)16:08:38', 'name': 'Anonymous', 'com': '<a href=""#p8200984"" class=""quotelink"">&gt;&gt;8200984</a><br>HELL YEAH', 'time': 1670620118, 'resto': 8200756}, {'no': 8202812, 'now': '12/09/22(Fri)19:52:07', 'name': 'Anonymous', 'com': '<a href=""#p8201282"" class=""quotelink"">&gt;&gt;8201282</a><br>Even Deadlock has gone downhill since DPW shit takes up half the podcast imo.', 'time': 1670633527, 'resto': 8200756}, {'no': 8202844, 'now': '12/09/22(Fri)19:57:33', 'name': 'Anonymous', 'com': 'das da ice dagga brudda!', 'time': 1670633853, 'resto': 8200756}]",1670633853
55,8202224,12/09/22(Fri)18:26:31,Anonymous,,strong hina,FjQYDNUaYAEyEwD,.jpg,1534,2048,187,250,1670628391067706,1670628391,pjq7QbyLjNEOC9UUj5BNGw==,148676,0,0,0,strong-hina,5,1,,,"[{'no': 8202728, 'now': '12/09/22(Fri)19:40:31', 'name': 'Anonymous', 'com': 'Rinas jannetty', 'filename': '1667608870703217', 'ext': '.jpg', 'w': 5000, 'h': 3334, 'tn_w': 125, 'tn_h': 83, 'tim': 1670632831299752, 'time': 1670632831, 'md5': '1ERVFhbXRlnbPXzFC1dadQ==', 'fsize': 1476011, 'resto': 8202224}, {'no': 8202743, 'now': '12/09/22(Fri)19:42:44', 'name': 'Anonymous', 'com': '<a href=""#p8202728"" class=""quotelink"">&gt;&gt;8202728</a><br>I&#039;m gonna fuck her asshole', 'time': 1670632964, 'resto': 8202224}, {'no': 8202753, 'now': '12/09/22(Fri)19:43:31', 'name': 'Anonymous', 'com': '<a href=""#p8202224"" class=""quotelink"">&gt;&gt;8202224</a><br>is she 18 ?', 'time': 1670633011, 'resto': 8202224}, {'no': 8202792, 'now': '12/09/22(Fri)19:49:40', 'name': 'Anonymous', 'com': '<a href=""#p8202743"" class=""quotelink"">&gt;&gt;8202743</a><br>Be sure to livestream it', 'time': 1670633380, 'resto': 8202224}, {'no': 8202836, 'now': '12/09/22(Fri)19:56:16', 'name': 'Anonymous', 'com': '<a href=""#p8202728"" class=""quotelink"">&gt;&gt;8202728</a><br><span class=""quote"">&gt;Putting the virgin pink devil over the Chad ring general </span><br>Ngmi', 'time': 1670633776, 'resto': 8202224}]",1670633776
