,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,spoiler,since4pass
43,10487518,11/27/22(Sun)21:51:39,Kaf,Steve thread.,steve spin,.png,1024,1062,241,249,1669603899708436,1669603899,gCXMNY8VOZxyLgeCQz8AdQ==,102148,0,0,0,steve-thread,6,58,22,53.0,20.0,"[{'no': 10505798, 'now': '12/09/22(Fri)03:48:41', 'name': 'Anonymous', 'com': 'steve :)', 'time': 1670575721, 'resto': 10487518}, {'no': 10506047, 'now': '12/09/22(Fri)09:31:57', 'name': 'Anonymous', 'com': '<a href=""#p10505798"" class=""quotelink"">&gt;&gt;10505798</a>', 'filename': 'fresh classics', 'ext': '.png', 'w': 440, 'h': 448, 'tn_w': 122, 'tn_h': 125, 'tim': 1670596317597983, 'time': 1670596317, 'md5': 'mullwdsx77thCHJ3hNCvHg==', 'fsize': 60405, 'resto': 10487518}, {'no': 10506059, 'now': '12/09/22(Fri)09:56:16', 'name': 'Kaf', 'com': '<a href=""#p10506047"" class=""quotelink"">&gt;&gt;10506047</a><br>true though', 'time': 1670597776, 'resto': 10487518}, {'no': 10507025, 'now': '12/09/22(Fri)20:18:41', 'name': 'Anonymous', 'com': '<span class=""fortune"" style=""color:#00cbb0""><br><br><b>Your fortune: ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━ !!!!</b></span>', 'time': 1670635121, 'resto': 10487518}, {'no': 10507526, 'now': '12/10/22(Sat)05:10:15', 'name': 'Anonymous', 'filename': 'in the wild', 'ext': '.jpg', 'w': 2880, 'h': 2160, 'tn_w': 125, 'tn_h': 93, 'tim': 1670667015210928, 'time': 1670667015, 'md5': 'gBqZr0Kliwa0KBS+a2UHFg==', 'fsize': 1568652, 'resto': 10487518}]",1670667015,,,
44,10505680,12/09/22(Fri)01:50:37,Anonymous,porn is killing esforce and it needs to be a comfy blue board,1670058725297957,.png,633,640,247,250,1670568637431910,1670568637,WuaHvRJVgubrl1sqjVqt/A==,21829,0,0,0,porn-is-killing-esforce-and-it-needs-to-be-a,6,33,8,28.0,8.0,"[{'no': 10507295, 'now': '12/10/22(Sat)00:45:27', 'name': 'Anonymous', 'com': '<a href=""#p10507274"" class=""quotelink"">&gt;&gt;10507274</a><br>thats only wen 2 ppl realy luv each othre', 'time': 1670651127, 'resto': 10505680}, {'no': 10507501, 'now': '12/10/22(Sat)05:02:09', 'name': 'Anonymous', 'com': '<a href=""#p10507295"" class=""quotelink"">&gt;&gt;10507295</a><br>so it&#039;s rude if they don&#039;t love each other?? i think it&#039;s rude when one person doesn&#039;t want it but if they both agree then what is the issue???', 'time': 1670666529, 'resto': 10505680}, {'no': 10507506, 'now': '12/10/22(Sat)05:04:15', 'name': 'Anonymous', 'com': 'secks=love', 'time': 1670666655, 'resto': 10505680}, {'no': 10507519, 'now': '12/10/22(Sat)05:07:28', 'name': 'Yuji Sakai', 'com': 'I got a naughty america account for a month cause I finally got a 4k TV and I have downloaded 200GB so far', 'time': 1670666848, 'resto': 10505680}, {'no': 10507524, 'now': '12/10/22(Sat)05:09:07', 'name': 'Anonymous', 'com': '<a href=""#p10507519"" class=""quotelink"">&gt;&gt;10507519</a><br>thats as many as 20 tens', 'time': 1670666947, 'resto': 10505680}]",1670666947,,,
45,10507339,12/10/22(Sat)01:38:49,Anonymous,&lt;frogposters,64756747376,.png,780,656,250,210,1670654329285689,1670654329,5bG/Vu2U8phzKZfstFLLEw==,213718,0,0,0,frogposters,6,8,2,3.0,1.0,"[{'no': 10507463, 'now': '12/10/22(Sat)04:28:11', 'name': 'Anonymous', 'com': '<a href=""#p10507339"" class=""quotelink"">&gt;&gt;10507339</a><br>who are you quoting?', 'filename': '1485368092053', 'ext': '.png', 'w': 640, 'h': 720, 'tn_w': 111, 'tn_h': 125, 'tim': 1670664491636868, 'time': 1670664491, 'md5': '2Ff2dUpyZhWB7WxJ/mNBTw==', 'fsize': 348423, 'resto': 10507339}, {'no': 10507469, 'now': '12/10/22(Sat)04:36:44', 'name': 'Anonymous', 'com': '<a href=""#p10507463"" class=""quotelink"">&gt;&gt;10507463</a><br>fell for the prank', 'time': 1670665004, 'resto': 10507339}, {'no': 10507507, 'now': '12/10/22(Sat)05:04:51', 'name': 'Anonymous', 'com': '<a href=""#p10507469"" class=""quotelink"">&gt;&gt;10507469</a><br>you are a literal fag that posts chastity shit please kys', 'time': 1670666691, 'resto': 10507339}, {'no': 10507510, 'now': '12/10/22(Sat)05:05:41', 'name': 'Anonymous', 'com': '<a href=""#p10507507"" class=""quotelink"">&gt;&gt;10507507</a><br>trolled hard', 'time': 1670666741, 'resto': 10507339}, {'no': 10507518, 'now': '12/10/22(Sat)05:07:04', 'name': 'Anonymous', 'com': '<a href=""#p10507510"" class=""quotelink"">&gt;&gt;10507510</a><br>no one was trolled<br>you failed life', 'time': 1670666824, 'resto': 10507339}]",1670666824,,,
46,10506603,12/09/22(Fri)16:39:59,Anonymous,how i stop being imagebeaned,saddest tree you know,.png,1131,770,250,170,1670621999949583,1670621999,4GqQ+ebwT1SVO46SufDAhg==,12155,0,0,0,how-i-stop-being-imagebeaned,6,4,2,,,"[{'no': 10506608, 'now': '12/09/22(Fri)16:41:56', 'name': 'Anonymous', 'com': '<a href=""#p10506603"" class=""quotelink"">&gt;&gt;10506603</a><br>oh i&#039;m not imagebeaned here<br>maybe I&#039;m only imagebeaned everywhere else<span class=""fortune"" style=""color:#2a56fb""><br><br><b>Your fortune: Better not tell you now</b></span>', 'filename': 'thanks google', 'ext': '.png', 'w': 284, 'h': 60, 'tn_w': 125, 'tn_h': 26, 'tim': 1670622116988362, 'time': 1670622116, 'md5': 'Hi+7f/TJvE8x16Tq17k45Q==', 'fsize': 1960, 'resto': 10506603}, {'no': 10506639, 'now': '12/09/22(Fri)16:52:38', 'name': 'Anonymous', 'com': '<a href=""#p10506608"" class=""quotelink"">&gt;&gt;10506608</a><br>this is nice board :)', 'filename': '1664334012377022', 'ext': '.png', 'w': 225, 'h': 225, 'tn_w': 125, 'tn_h': 125, 'tim': 1670622758558625, 'time': 1670622758, 'md5': 'ZIFVjtn5B9xIM9aJzK8/Jg==', 'fsize': 32736, 'resto': 10506603}, {'no': 10506668, 'now': '12/09/22(Fri)17:07:05', 'name': 'Anonymous', 'com': '<a href=""#p10506639"" class=""quotelink"">&gt;&gt;10506639</a><br>thanks for being nce boardt', 'time': 1670623625, 'resto': 10506603}, {'no': 10507517, 'now': '12/10/22(Sat)05:07:04', 'name': 'Anonymous', 'com': '<a href=""#p10506603"" class=""quotelink"">&gt;&gt;10506603</a><br>why is the tree sad? i think the tree looks cool and is doing its best', 'time': 1670666824, 'resto': 10506603}]",1670666824,,,
47,10506108,12/09/22(Fri)10:42:06,Magick,pancake on top of bunny,f34a765c-d7f6-4580-ba6e-098536c3ea41,.jpg,500,500,250,250,1670600526591579,1670600526,cW3Xe2LQSWkX5Vzeeo9Phw==,40630,0,0,0,pancake-on-top-of-bunny,6,18,6,13.0,5.0,"[{'no': 10507422, 'now': '12/10/22(Sat)03:35:07', 'name': 'Anonymous', 'com': '<a href=""#p10506148"" class=""quotelink"">&gt;&gt;10506148</a><br>cuddle with teapot warm', 'time': 1670661307, 'resto': 10506108}, {'no': 10507424, 'now': '12/10/22(Sat)03:39:24', 'name': 'Anonymous', 'com': '૮ ･ ﻌ･ა', 'time': 1670661564, 'resto': 10506108}, {'no': 10507458, 'now': '12/10/22(Sat)04:22:34', 'name': 'Anonymous', 'com': '<a href=""#p10507422"" class=""quotelink"">&gt;&gt;10507422</a> dubs!!<br>nope thates da othere poster but imma big fan 2,, 0:)', 'filename': 'artworks-UCInHoXy3uL389PQ-JCEHTw-t500x500', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670664154679519, 'time': 1670664154, 'md5': 'ATrVB2hjsE31eCylgo68/g==', 'fsize': 66201, 'resto': 10506108}, {'no': 10507461, 'now': '12/10/22(Sat)04:24:42', 'name': 'Anonymous', 'com': 'god i really hungry 4 pancake now', 'time': 1670664282, 'resto': 10506108}, {'no': 10507516, 'now': '12/10/22(Sat)05:06:54', 'name': 'Anonymous', 'com': '<a href=""#p10507458"" class=""quotelink"">&gt;&gt;10507458</a><br>prove it', 'time': 1670666814, 'resto': 10506108}]",1670666814,,,
48,10505946,12/09/22(Fri)08:00:33,"crudehumoue323@gmialc,om",oh yeah?,6QspVKmIgWs,.jpg,800,638,250,199,1670590833650564,1670590833,sHDyzrIA/bILfDMP0sxnjQ==,148234,0,0,0,oh-yeah,6,15,0,10.0,0.0,"[{'no': 10507014, 'now': '12/09/22(Fri)20:13:22', 'name': 'Garlic Salt', 'com': '<a href=""#p10506039"" class=""quotelink"">&gt;&gt;10506039</a><br>dairy causes indigestion', 'time': 1670634802, 'resto': 10505946}, {'no': 10507034, 'now': '12/09/22(Fri)20:28:29', 'name': 'Anonymous', 'com': '<a href=""#p10505946"" class=""quotelink"">&gt;&gt;10505946</a><br>is that a derpinasandra?', 'time': 1670635709, 'resto': 10505946}, {'no': 10507369, 'now': '12/10/22(Sat)02:34:59', 'name': 'Anonymous', 'com': '<a href=""#p10507034"" class=""quotelink"">&gt;&gt;10507034</a><br>derp', 'time': 1670657699, 'resto': 10505946}, {'no': 10507399, 'now': '12/10/22(Sat)03:15:59', 'name': 'Anonymous', 'com': '<a href=""#p10505946"" class=""quotelink"">&gt;&gt;10505946</a><br>U&#039;ll get fat', 'time': 1670660159, 'resto': 10505946}, {'no': 10507512, 'now': '12/10/22(Sat)05:05:59', 'name': 'Anonymous', 'com': '<a href=""#p10506988"" class=""quotelink"">&gt;&gt;10506988</a><br><a href=""#p10507399"" class=""quotelink"">&gt;&gt;10507399</a><br>two same numbers!', 'time': 1670666759, 'resto': 10505946}]",1670666759,,,
49,10506666,12/09/22(Fri)17:05:46,Yuji Sakai,"how do we stop him, [s4s]?",spikeman 2020,.gif,800,533,250,166,1670623546112357,1670623546,4HiJjilIq9u8CkqyT+oSYA==,436273,0,0,0,how-do-we-stop-him-s4s,6,6,2,1.0,0.0,"[{'no': 10506685, 'now': '12/09/22(Fri)17:17:04', 'name': 'Anonymous', 'com': '<a href=""#p10506666"" class=""quotelink"">&gt;&gt;10506666</a><br>these quads can stop him', 'time': 1670624224, 'resto': 10506666}, {'no': 10506686, 'now': '12/09/22(Fri)17:18:21', 'name': 'Anonymous', 'com': 'it&#039;s over', 'time': 1670624301, 'resto': 10506666}, {'no': 10506696, 'now': '12/09/22(Fri)17:20:28', 'name': 'Yuji Sakai', 'com': '<a href=""#p10506683"" class=""quotelink"">&gt;&gt;10506683</a><br><a href=""#p10506685"" class=""quotelink"">&gt;&gt;10506685</a><br><a href=""#p10506686"" class=""quotelink"">&gt;&gt;10506686</a><br>THE SPIKEMAN IS EVIL!!!!!! EVIL QUADS MAKE SPIKEMEN UNSTOPPABLE!!!!!! YOSHO HAS LOST! HELP ME!! WHY WON&#039;T ANYONE HELP ME!!!', 'time': 1670624428, 'resto': 10506666}, {'no': 10506718, 'now': '12/09/22(Fri)17:32:17', 'name': 'Anonymous', 'com': '<a href=""#p10506696"" class=""quotelink"">&gt;&gt;10506696</a><br>o fug', 'filename': '1330987391041', 'ext': '.gif', 'w': 420, 'h': 178, 'tn_w': 125, 'tn_h': 52, 'tim': 1670625137415177, 'time': 1670625137, 'md5': 'X0Q61nTPfyOb9JrEf9hcEg==', 'fsize': 499833, 'resto': 10506666}, {'no': 10507500, 'now': '12/10/22(Sat)05:01:59', 'name': 'Yuji Sakai', 'com': '<a href=""#p10506718"" class=""quotelink"">&gt;&gt;10506718</a>', 'filename': 'day of spikeman', 'ext': '.gif', 'w': 320, 'h': 240, 'tn_w': 125, 'tn_h': 93, 'tim': 1670666519839734, 'time': 1670666519, 'md5': 'T2mtS8jgBr3ZgsPqRJt4cA==', 'fsize': 2038357, 'resto': 10506666}]",1670666519,,,
50,10507497,12/10/22(Sat)04:59:54,Anonymous,𛲠𛲡𛲢𛲣,Jamaled,.png,249,245,249,245,1670666394536438,1670666394,dIhsaavu5eHIgxSAPCC/HQ==,125812,0,0,0,,6,0,0,,,,1670666394,,,
51,10505398,12/08/22(Thu)21:50:54,Jack Ass,&quot;Bolshie Roger&quot;<br><br>Discuss.,BolshieRoger,.jpg,550,550,250,250,1670554254629119,1670554254,uK2+7YkoXfJMkUHyxePJfw==,24145,0,0,0,guardians-of-the-gulagsy,6,12,2,7.0,2.0,"[{'no': 10506268, 'now': '12/09/22(Fri)13:09:21', 'name': 'Anonymous', 'com': '<a href=""#p10506077"" class=""quotelink"">&gt;&gt;10506077</a><br><a href=""#p10506255"" class=""quotelink"">&gt;&gt;10506255</a><br><a href=""#p10506266"" class=""quotelink"">&gt;&gt;10506266</a><br>two same numbers!', 'time': 1670609361, 'resto': 10505398}, {'no': 10506822, 'now': '12/09/22(Fri)18:22:49', 'name': 'Anonymous', 'com': '<a href=""#p10506195"" class=""quotelink"">&gt;&gt;10506195</a><br>Communities can be achieved without giving away your right to establish your own business to the government for cheap handouts.', 'time': 1670628169, 'resto': 10505398}, {'no': 10506843, 'now': '12/09/22(Fri)18:38:06', 'name': 'Anonymous', 'com': '<a href=""#p10506822"" class=""quotelink"">&gt;&gt;10506822</a><br>Communists aren&#039;t governments, but some political parties do take the name. But like the Democrats, they don&#039;t actually stand for communism. <br>And business is fine as long as it&#039;s not about pretending money is wealth and the accumulation of more of it makes you better than your neighbor.<br>Direct democracy can only give us more right, or more solid rights. If you don&#039;t want to call all this &quot;communism&quot; that&#039;s okay', 'time': 1670629086, 'resto': 10505398}, {'no': 10506985, 'now': '12/09/22(Fri)20:03:58', 'name': 'Anonymous', 'com': '<a href=""#p10506077"" class=""quotelink"">&gt;&gt;10506077</a><br>please do not disgrace the DPR flag with your communist schizoposting', 'time': 1670634238, 'resto': 10505398}, {'no': 10507495, 'now': '12/10/22(Sat)04:58:50', 'name': 'Anonymous', 'com': '<a href=""#p10506822"" class=""quotelink"">&gt;&gt;10506822</a><br>two same numbers!', 'time': 1670666330, 'resto': 10505398}]",1670666330,Guardians of the Gulagsy,,
52,10504674,12/08/22(Thu)13:13:54,Anonymous,Attention whore Bocchi!,20221208_124612,.jpg,2873,4096,175,250,1670523234851244,1670523234,6liy+jCU39xpfJLANsIUlw==,1212307,0,0,0,attention-whore-bocchi,6,30,12,25.0,9.0,"[{'no': 10506465, 'now': '12/09/22(Fri)15:10:25', 'name': 'Anonymous', 'com': '<a href=""#p10506444"" class=""quotelink"">&gt;&gt;10506444</a><br> Trips check em retard', 'filename': '167039689550817462', 'ext': '.jpg', 'w': 334, 'h': 449, 'tn_w': 92, 'tn_h': 125, 'tim': 1670616625848716, 'time': 1670616625, 'md5': '4jp3zwwXu451h52wGLiQPg==', 'fsize': 29574, 'resto': 10504674}, {'no': 10506498, 'now': '12/09/22(Fri)15:29:33', 'name': 'Anonymous', 'com': '<a href=""#p10506403"" class=""quotelink"">&gt;&gt;10506403</a><br><span class=""quote"">&gt;friendzoned by her own sister</span>', 'filename': '20221126_210455', 'ext': '.jpg', 'w': 1909, 'h': 2211, 'tn_w': 107, 'tn_h': 125, 'tim': 1670617773842184, 'time': 1670617773, 'md5': '7jTFqMQKzJ1+G6KSR4hwFA==', 'fsize': 235441, 'resto': 10504674}, {'no': 10506551, 'now': '12/09/22(Fri)16:01:13', 'name': 'Anonymous', 'com': '<a href=""#p10506498"" class=""quotelink"">&gt;&gt;10506498</a><br> Oh no, at least she has other friends', 'filename': '166995814946322647', 'ext': '.jpg', 'w': 1180, 'h': 805, 'tn_w': 125, 'tn_h': 85, 'tim': 1670619673207039, 'time': 1670619673, 'md5': 'X1Ev5osQSCYnjql5DeqzPQ==', 'fsize': 136188, 'resto': 10504674}, {'no': 10507492, 'now': '12/10/22(Sat)04:56:33', 'name': 'Anonymous', 'com': '<a href=""#p10506498"" class=""quotelink"">&gt;&gt;10506498</a><br>who are you quoting?', 'time': 1670666193, 'resto': 10504674}, {'no': 10507494, 'now': '12/10/22(Sat)04:58:15', 'name': 'Yuji Sakai', 'com': '<a href=""#p10506324"" class=""quotelink"">&gt;&gt;10506324</a><br>I have sxe 15 times a month and I don&#039;t use tiktok', 'time': 1670666295, 'resto': 10504674}]",1670666295,,,
53,10506298,12/09/22(Fri)13:25:09,Garlic Salt,[s4s] meetup,20221209_132018,.jpg,720,873,206,249,1670610309214542,1670610309,3KgNQAbmwQjgEpUnBGjk8A==,420637,0,0,0,s4s-meetup,6,7,1,2.0,0.0,"[{'no': 10506700, 'now': '12/09/22(Fri)17:24:11', 'name': 'Anonymous', 'com': 'aaaaaaaaaaaaaaaaaaaaa', 'time': 1670624651, 'resto': 10506298}, {'no': 10506724, 'now': '12/09/22(Fri)17:36:10', 'name': 'Anonymous', 'com': '<a href=""#p10506298"" class=""quotelink"">&gt;&gt;10506298</a><br>we r ready to party and discuss items on the [s4s] agenda', 'filename': '3024_jpg', 'ext': '.jpg', 'w': 1200, 'h': 720, 'tn_w': 125, 'tn_h': 75, 'tim': 1670625370393562, 'time': 1670625370, 'md5': '13cq7SGXSphubDWWoMnHfw==', 'fsize': 1314527, 'resto': 10506298}, {'no': 10506729, 'now': '12/09/22(Fri)17:38:53', 'name': 'Anonymous', 'com': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'time': 1670625533, 'resto': 10506298}, {'no': 10506768, 'now': '12/09/22(Fri)18:00:42', 'name': 'Anonymous', 'com': '<a href=""#p10506298"" class=""quotelink"">&gt;&gt;10506298</a><br>Me with the bigg fuzzybutt!!!!', 'time': 1670626842, 'resto': 10506298}, {'no': 10507491, 'now': '12/10/22(Sat)04:54:41', 'name': 'Anonymous', 'com': '<a href=""#p10506700"" class=""quotelink"">&gt;&gt;10506700</a><br>two same numbers!', 'time': 1670666081, 'resto': 10506298}]",1670666081,,,
54,10507325,12/10/22(Sat)01:20:34,chaotic,Frogposters fickijg die,desu,.jpg,400,400,250,250,1670653234024198,1670653234,CPjerVoiXPQxKHUGu96MAg==,40294,0,0,0,frogposters-fickijg-die,6,11,5,6.0,1.0,"[{'no': 10507386, 'now': '12/10/22(Sat)02:56:45', 'name': 'Anonymous', 'filename': '1667708278776724', 'ext': '.png', 'w': 1369, 'h': 1080, 'tn_w': 125, 'tn_h': 98, 'tim': 1670659005613130, 'time': 1670659005, 'md5': 'gVERc3EB7HKbNlfjIAPSqg==', 'fsize': 1135827, 'resto': 10507325}, {'no': 10507388, 'now': '12/10/22(Sat)02:57:41', 'name': 'Anonymous', 'filename': '1648791916326', 'ext': '.jpg', 'w': 1456, 'h': 1092, 'tn_w': 125, 'tn_h': 93, 'tim': 1670659061858163, 'time': 1670659061, 'md5': 'PoR2mrfV6URUG00WxKwnOQ==', 'fsize': 337934, 'resto': 10507325}, {'no': 10507390, 'now': '12/10/22(Sat)02:59:09', 'name': 'Anonymous', 'filename': '1668272694567447', 'ext': '.png', 'w': 553, 'h': 572, 'tn_w': 120, 'tn_h': 125, 'tim': 1670659149506157, 'time': 1670659149, 'md5': 'MqRRMJrNktWme8qkOBYEgQ==', 'fsize': 482247, 'resto': 10507325}, {'no': 10507392, 'now': '12/10/22(Sat)03:00:13', 'name': 'Anonymous', 'filename': '1669136286662161', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670659213801962, 'time': 1670659213, 'md5': 'HtCuSR9aAbvSvaTRXr2DPg==', 'fsize': 133769, 'resto': 10507325}, {'no': 10507490, 'now': '12/10/22(Sat)04:52:31', 'name': 'Anonymous', 'com': '<a href=""#p10507388"" class=""quotelink"">&gt;&gt;10507388</a><br>two same numbers!', 'time': 1670665951, 'resto': 10507325}]",1670665951,,,
55,10485302,11/26/22(Sat)05:59:48,Anonymous,"gee, looks like he got a little lost outside!",winter spiking,.png,767,674,250,219,1669460388818083,1669460388,6eD16qjWcPAu/RdEq9VZvg==,251760,0,0,0,spikedog-thread,6,68,26,63.0,26.0,"[{'no': 10505667, 'now': '12/09/22(Fri)01:41:52', 'name': 'Anonymous', 'com': '<a href=""#p10504977"" class=""quotelink"">&gt;&gt;10504977</a><br>Dubses checle', 'time': 1670568112, 'resto': 10485302}, {'no': 10505851, 'now': '12/09/22(Fri)04:55:05', 'name': 'Anonymous', 'com': '<a href=""#p10501521"" class=""quotelink"">&gt;&gt;10501521</a><br>this bad boy could go on any christmas card', 'time': 1670579705, 'resto': 10485302}, {'no': 10506732, 'now': '12/09/22(Fri)17:40:50', 'name': 'Anonymous', 'com': '<a href=""#p10503885"" class=""quotelink"">&gt;&gt;10503885</a><br><a href=""#p10504230"" class=""quotelink"">&gt;&gt;10504230</a><br>wait why does hoers need automoble??', 'time': 1670625650, 'resto': 10485302}, {'no': 10506734, 'now': '12/09/22(Fri)17:41:57', 'name': 'Anonymous', 'com': '<a href=""#p10506732"" class=""quotelink"">&gt;&gt;10506732</a><br>Dont ask qustions about hores', 'time': 1670625717, 'resto': 10485302}, {'no': 10507487, 'now': '12/10/22(Sat)04:50:43', 'name': 'Anonymous', 'com': '<a href=""#p10506734"" class=""quotelink"">&gt;&gt;10506734</a><br>hmmmmm...<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'time': 1670665843, 'resto': 10485302}]",1670665843,spikedog thread,,
56,10475450,11/17/22(Thu)17:02:13,Anonymous,Rupert&#039;s grand tour starts today! <br><br>every day he will be visiting a board and posting it in this thread to say hi (if their rules allow cades on their board)<br><br>this is a new idea from me and did NOT do it before then change my mind,1651638867175,.png,678,901,188,249,1668722533938696,1668722533,4SCxRTa4q7tU/O1U7d4gqg==,840796,0,0,0,ruperts-grand-tour,6,256,45,251.0,44.0,"[{'no': 10506048, 'now': '12/09/22(Fri)09:32:50', 'name': 'Anonymous', 'com': 'bump', 'filename': 'rupert birthday', 'ext': '.jpg', 'w': 1511, 'h': 1919, 'tn_w': 98, 'tn_h': 125, 'tim': 1670596370218341, 'time': 1670596370, 'md5': '/oR/w9Oo/V/2gjGRA8QMhg==', 'fsize': 810078, 'resto': 10475450}, {'no': 10506118, 'now': '12/09/22(Fri)10:49:39', 'name': 'Anonymous', 'com': 'is burdmin actually rupert&#039;s owner or is that just a rumour', 'time': 1670600979, 'resto': 10475450}, {'no': 10506529, 'now': '12/09/22(Fri)15:46:00', 'name': 'Anonymous', 'com': '<a href=""//boards.4chan.org/r/thread/18671345#p18671345"" class=""quotelink"">&gt;&gt;&gt;/r/18671345</a><br><br>rupert on /r/<br><br>LEWD WARNING (as per the rules of the board)', 'time': 1670618760, 'resto': 10475450}, {'no': 10506935, 'now': '12/09/22(Fri)19:24:23', 'name': 'Anonymous', 'com': '<a href=""#p10506529"" class=""quotelink"">&gt;&gt;10506529</a><br>wow OP aren&#039;t you jealous of Rupert&#039;s amazing skills with the ladies?', 'time': 1670631863, 'resto': 10475450}, {'no': 10507485, 'now': '12/10/22(Sat)04:49:36', 'name': 'Anonymous', 'com': '<a href=""#p10506529"" class=""quotelink"">&gt;&gt;10506529</a><br>nice pussy', 'time': 1670665776, 'resto': 10475450}]",1670665776,ruperts grand tour,,
57,10505944,12/09/22(Fri)07:59:32,Anonymous,"I love this cute Finnish femboy. If I ever met him, what things do you think we would do together? What do Finns typically do together?",IMG_20221208_122442,.jpg,97,250,97,250,1670590772042590,1670590772,Lx5lo2JjkJtPn9clu9HIIg==,11979,0,0,0,i-love-this-cute-finnish-femboy-if-i-ever-met-him,6,8,1,3.0,0.0,"[{'no': 10506012, 'now': '12/09/22(Fri)09:03:11', 'name': 'Anonymous', 'com': 'He looks like an upper class French woman who does nothing but walk poodles and eat croissants under the Eiffel Tower all day.', 'time': 1670594591, 'resto': 10505944}, {'no': 10506952, 'now': '12/09/22(Fri)19:42:50', 'name': 'Anonymous', 'com': '<a href=""#p10505944"" class=""quotelink"">&gt;&gt;10505944</a><br>they definitely sauna and swim in icy lakes and go to nice prison and stare at walls', 'time': 1670632970, 'resto': 10505944}, {'no': 10507066, 'now': '12/09/22(Fri)20:40:19', 'name': 'Anonymous', 'com': '<a href=""#p10505944"" class=""quotelink"">&gt;&gt;10505944</a><br>watch moomins', 'time': 1670636419, 'resto': 10505944}, {'no': 10507079, 'now': '12/09/22(Fri)20:51:03', 'name': 'Anonymous', 'com': '<a href=""#p10507066"" class=""quotelink"">&gt;&gt;10507066</a><br>two same numbers!', 'time': 1670637063, 'resto': 10505944}, {'no': 10507484, 'now': '12/10/22(Sat)04:46:42', 'name': 'Anonymous', 'com': 'I fucking love this outfit. It looks so simple yet elegant. The coat, the beret, the boots, the gloves, poofy hair. No wonder Helsinki is one of the most fashionable cities in the world. The citizens dress so nicely compared to Ameriblobs who wear nothing but sweatshirts and sneakers.', 'filename': 'IMG_20221210_114234', 'ext': '.jpg', 'w': 80, 'h': 210, 'tn_w': 47, 'tn_h': 125, 'tim': 1670665602501127, 'time': 1670665602, 'md5': 'vYwwSYJoynuMt7gfNLKk0A==', 'fsize': 8923, 'resto': 10505944}]",1670665602,,,
