,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,spoiler,trip
52,134458684,12/09/22(Fri)17:50:45,Anonymous,What about a Mennonite or Amish superhero in DC or Marvel?,,ff3235ad5c24e1803bdde1b35473f9bc,.jpg,564,375,249,166,1670626245572461,1670626245,S0hY61znzOaBndTkGQ5uUw==,61665,0,0,0,what-about-a-mennonite-or-amish-superhero-in-dc,5,23,2,"[{'no': 134460004, 'now': '12/09/22(Fri)19:38:57', 'name': 'Anonymous', 'com': '<a href=""#p134459560"" class=""quotelink"">&gt;&gt;134459560</a><br>What would an Amish do if they woke up with superpowers then?', 'time': 1670632737, 'resto': 134458684}, {'no': 134460568, 'now': '12/09/22(Fri)20:27:40', 'name': 'Anonymous', 'com': '<a href=""#p134458684"" class=""quotelink"">&gt;&gt;134458684</a><br>While not DC or Marvel there was an Amish superhero in Top Cows Freshmen, he was called Quaker and his belly shaking would cause Earthquakes', 'filename': '1890A883-DB98-484E-AA12-E814ACEFC149', 'ext': '.jpg', 'w': 1024, 'h': 1551, 'tn_w': 82, 'tn_h': 125, 'tim': 1670635660386438, 'time': 1670635660, 'md5': 'wUfgf8FjzIJAtOZHrWr88Q==', 'fsize': 387804, 'resto': 134458684}, {'no': 134460638, 'now': '12/09/22(Fri)20:33:20', 'name': 'Anonymous', 'com': '<a href=""#p134460004"" class=""quotelink"">&gt;&gt;134460004</a><br>Use them to be a better farmer. Build houses by himself, stuff like that.', 'time': 1670636000, 'resto': 134458684}, {'no': 134460652, 'now': '12/09/22(Fri)20:34:27', 'name': 'Anonymous', 'com': '<a href=""#p134460568"" class=""quotelink"">&gt;&gt;134460568</a><br>Imagine a Quaker superhero whose body is made of oatmeal and has powers similar to Clayface or Spider-Man’s Sandman', 'filename': 'F133F991-AF02-4D7B-8AAA-57B30F4592B5', 'ext': '.jpg', 'w': 400, 'h': 400, 'tn_w': 125, 'tn_h': 125, 'tim': 1670636067475794, 'time': 1670636067, 'md5': 'c7YPcflaI6ppoAVWR13O8A==', 'fsize': 22219, 'resto': 134458684}, {'no': 134460698, 'now': '12/09/22(Fri)20:38:28', 'name': 'Anonymous', 'com': '<a href=""#p134460638"" class=""quotelink"">&gt;&gt;134460638</a><br>So Goku', 'time': 1670636308, 'resto': 134458684}]",1670636308,18.0,0.0,,
53,134459672,12/09/22(Fri)19:10:35,Anonymous,Please choose yours Water bender slave lieutenant. You can pick only one .,You are a Noble in charge of an elite Battalion who fights Behind Enemy Lines.Of the fire nation.The war is ongoing against the Earth Kingdoms.But The Fire Nation mostly control the water benders to the point most of them now being raised in education camps to be loyal to the Fire Nation. You are given the option of choosing between any Name Official Canon slaves as teenagers specializing in waterbending independent battalion combat to be your immediate subordinate and slave.The Name Official Canon of them have the same general personality and disposition as in the Official Canon but Only waterbending for Korra( she is NOT the Avatar) but are completely Loyal to the Fire Nation.Any questions or clarification needed?,1461249981910,.jpg,820,820,250,250,1670631035730725,1670631035,zLD7w+9AMl5lRcB+zlmO8Q==,228859,0,0,0,please-choose-yours-water-bender-slave-lieutenant,5,6,0,"[{'no': 134459702, 'now': '12/09/22(Fri)19:12:37', 'name': 'Anonymous', 'com': '<a href=""#p134459683"" class=""quotelink"">&gt;&gt;134459683</a><br><span class=""quote"">&gt;is a bunch of ambiguously brown girls.</span><br> Northern indigenous people of the Americas not black people.', 'time': 1670631157, 'resto': 134459672}, {'no': 134459789, 'now': '12/09/22(Fri)19:20:07', 'name': 'Anonymous', 'com': '<a href=""#p134459672"" class=""quotelink"">&gt;&gt;134459672</a><br>Korra&#039;s mother', 'time': 1670631607, 'resto': 134459672}, {'no': 134459844, 'now': '12/09/22(Fri)19:24:51', 'name': 'Anonymous', 'com': '<a href=""#p134459672"" class=""quotelink"">&gt;&gt;134459672</a><br><a href=""#p134459789"" class=""quotelink"">&gt;&gt;134459789</a><br>Senna for sure.', 'time': 1670631891, 'resto': 134459672}, {'no': 134459888, 'now': '12/09/22(Fri)19:28:36', 'name': 'Anonymous', 'com': 'Jesus Nigga that&#039;s a whole lot of fucking words to say &quot;say which Water girl you wanna fuck the most&quot;', 'time': 1670632116, 'resto': 134459672}, {'no': 134460696, 'now': '12/09/22(Fri)20:38:16', 'name': 'Anonymous', 'com': '<a href=""#p134459888"" class=""quotelink"">&gt;&gt;134459888</a><br>No is not.', 'time': 1670636296, 'resto': 134459672}]",1670636296,1.0,0.0,,
54,134452996,12/09/22(Fri)10:24:58,Anonymous,,ITT: cute /co/ boys,84A4F6B1-5641-4138-80E1-36CAC46833F6,.jpg,2046,1809,250,221,1670599498862922,1670599498,Qt0WXG/hSq5Iap8MId3JHQ==,703698,0,0,0,itt-cute-co-boys,5,27,4,"[{'no': 134459178, 'now': '12/09/22(Fri)18:28:23', 'name': 'Anonymous', 'com': '<a href=""#p134452996"" class=""quotelink"">&gt;&gt;134452996</a><br>You&#039;re not allowed to post here Vickerman', 'time': 1670628503, 'resto': 134452996}, {'no': 134459193, 'now': '12/09/22(Fri)18:30:17', 'name': 'Anonymous', 'com': '<a href=""#p134453188"" class=""quotelink"">&gt;&gt;134453188</a><br>David from Hilda', 'time': 1670628617, 'resto': 134452996}, {'no': 134459544, 'now': '12/09/22(Fri)19:00:44', 'name': 'Anonymous', 'com': '<a href=""#p134452996"" class=""quotelink"">&gt;&gt;134452996</a><br>If you want to actually make one it probably doesn’t help starting off with an OP image that could be interpreted as insulting while also having a lot of the ones that would be posted.', 'time': 1670630444, 'resto': 134452996}, {'no': 134460654, 'now': '12/09/22(Fri)20:34:32', 'name': 'Anonymous', 'com': '<a href=""#p134458360"" class=""quotelink"">&gt;&gt;134458360</a><br>It’s called basic for a reason', 'time': 1670636072, 'resto': 134452996}, {'no': 134460695, 'now': '12/09/22(Fri)20:38:14', 'name': 'Anonymous', 'com': 'Take Gumball out of there you vile fiend.', 'time': 1670636294, 'resto': 134452996}]",1670636294,22.0,4.0,,
55,134459661,12/09/22(Fri)19:09:52,Anonymous,The Donald Duck Movie,write the plot,02B24888-66A3-4642-876E-881AC960B25D,.jpg,828,820,250,247,1670630992296203,1670630992,hDtWbfQ8hq15VaOqdWE5Pw==,446993,0,0,0,the-donald-duck-movie,5,13,1,"[{'no': 134460039, 'now': '12/09/22(Fri)19:41:58', 'name': 'Anonymous', 'com': '<a href=""#p134459827"" class=""quotelink"">&gt;&gt;134459827</a><br><span class=""quote"">&gt;Not liking Donald with his gay Latino besties</span><br>NGMI', 'time': 1670632918, 'resto': 134459661}, {'no': 134460053, 'now': '12/09/22(Fri)19:42:54', 'name': 'Anonymous', 'com': 'Square eggs', 'time': 1670632974, 'resto': 134459661}, {'no': 134460056, 'now': '12/09/22(Fri)19:43:02', 'name': 'Anonymous', 'com': '<a href=""#p134459661"" class=""quotelink"">&gt;&gt;134459661</a><br>Mickey and Goofy make a cameo somewhere in the movie<br>That&#039;s all I got', 'time': 1670632982, 'resto': 134459661}, {'no': 134460060, 'now': '12/09/22(Fri)19:43:25', 'name': 'Anonymous', 'com': '<a href=""#p134460039"" class=""quotelink"">&gt;&gt;134460039</a><br>Disney sure doesn&#039;t.', 'time': 1670633005, 'resto': 134459661}, {'no': 134460694, 'now': '12/09/22(Fri)20:38:07', 'name': 'Anonymous', 'com': '<a href=""#p134459661"" class=""quotelink"">&gt;&gt;134459661</a><br>Read The Life and Times of Scrooge McDuck by Don Rosa on this thread: <a href=""/co/thread/134452945#p134452945"" class=""quotelink"">&gt;&gt;134452945</a><br><br>https://www.youtube.com/watch?v=JWw<wbr>SVOo5K_k', 'filename': 'The Life and Times of Scrooge McDuck by Don Rosa', 'ext': '.jpg', 'w': 676, 'h': 935, 'tn_w': 90, 'tn_h': 125, 'tim': 1670636287154315, 'time': 1670636287, 'md5': 'EIxfi2QIYMMQJLAOqkvG2A==', 'fsize': 246064, 'resto': 134459661}]",1670636287,8.0,0.0,,
56,134453818,12/09/22(Fri)11:48:22,Anonymous,BATMAN BEYOND Film Starring Michael Keaton Cancelled by James Gunn &amp; Peter Safran,https://comicbook.com/movies/news/p<wbr>lanned-batman-beyond-movie-with-mic<wbr>hael-keaton-reportedly-cancelled/,Header,.jpg,799,500,250,156,1670604502123435,1670604502,yIwQ+ETPQHopugOjcWJ1eg==,85795,0,0,0,batman-beyond-film-starring-michael-keaton,5,49,8,"[{'no': 134460493, 'now': '12/09/22(Fri)20:22:19', 'name': 'Anonymous', 'com': '<a href=""#p134453818"" class=""quotelink"">&gt;&gt;134453818</a><br>The rumors were that Batgirl would&#039;ve been in the Terry McGinnis role though or at least it wouldn&#039;t be the Terry version of Batman Beyond, so good riddance imo. <br><br>Basically sounded the same as the Ezra Miller Flashpoint movie, where it&#039;s just taking the name of a well known comic and nothing else. Would&#039;ve Batman Beyond in name only. Kind of like how they wanted to make an Arkham Beyond video game but with Damian.', 'time': 1670635339, 'resto': 134453818}, {'no': 134460592, 'now': '12/09/22(Fri)20:29:46', 'name': 'Anonymous', 'com': '<a href=""#p134460493"" class=""quotelink"">&gt;&gt;134460493</a><br><span class=""quote"">&gt;The rumors were that Batgirl would&#039;ve been in the Terry McGinnis role though or at least it wouldn&#039;t be the Terry version of Batman Beyond</span><br><br>No, that was just /co/ getting triggered and sperging out over their own headcanon yet again.', 'time': 1670635786, 'resto': 134453818}, {'no': 134460649, 'now': '12/09/22(Fri)20:34:05', 'name': 'Anonymous', 'com': '<a href=""#p134455543"" class=""quotelink"">&gt;&gt;134455543</a><br>There is no chance. Zero. That movie has to be the biggest of dumpster fires.', 'time': 1670636045, 'resto': 134453818}, {'no': 134460657, 'now': '12/09/22(Fri)20:34:48', 'name': 'Anonymous', 'com': '<a href=""#p134453920"" class=""quotelink"">&gt;&gt;134453920</a><br>believe me you are the only one who cares.', 'filename': 'maxresdefault-4239875436', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670636088681826, 'time': 1670636088, 'md5': 'La1WRBfXBJLTAbxGNcVEdA==', 'fsize': 51926, 'resto': 134453818}, {'no': 134460692, 'now': '12/09/22(Fri)20:38:02', 'name': 'Anonymous', 'com': '<a href=""#p134460592"" class=""quotelink"">&gt;&gt;134460592</a><br>I saw those rumors outside of this site. But they might have gotten muddled with the Batgirl movie given that Keaton is doing his mentor Bruce Wayne thing there. But it turns out then that Batgirl and Beyond were separate projects. <br><br>Still, Batgirl is set in the present so there wouldn&#039;t have been anything futuristic about Keaton&#039;s Beyond, unless it&#039;s taking place pre-Flashpoint where he joins the DCEU and it&#039;s in a &quot;modern&quot; version of Burton&#039;s Gotham like <a href=""#p134460095"" class=""quotelink"">&gt;&gt;134460095</a> said which&#039;d work. And that&#039;d potentially explain why Keaton abandons his universe to train Batgirl if he has Terry back in the Burtonverse.', 'time': 1670636282, 'resto': 134453818}]",1670636530,44.0,7.0,,
57,134460691,12/09/22(Fri)20:37:52,Anonymous,Chip Zdarsky&#039;s Daredevil Storytime,"I want to read Chip Zdarsky&#039;s Daredevil so I am going to post this so I can read it.<br>Previous thread:<br><a href=""/co/thread/134453932#p134453932"" class=""quotelink"">&gt;&gt;134453932</a>",Daredevil v2 001,.jpg,1988,3056,162,250,1670636272855626,1670636272,eGv3e+YjO95k2R9+Bkx8mg==,1433810,0,0,0,chip-zdarskys-daredevil-storytime,5,0,0,,1670636272,,,,
58,134451111,12/09/22(Fri)06:14:44,Anonymous,Angry Birds 3 revelead at TGA,Angrychads... we won!,3434rre2,.png,902,777,250,215,1670584484317859,1670584484,id/tMOCYuy2OkM3Uw/NaJQ==,889812,0,0,0,angry-birds-3-revelead-at-tga,5,55,12,"[{'no': 134460385, 'now': '12/09/22(Fri)20:13:10', 'name': 'Anonymous', 'com': '<a href=""#p134452187"" class=""quotelink"">&gt;&gt;134452187</a><br><span class=""quote"">&gt;There was a message?</span><br>yeah that we evolved the emotion anger for a reason it&#039;s okay to be angry sometimes.', 'time': 1670634790, 'resto': 134451111}, {'no': 134460395, 'now': '12/09/22(Fri)20:14:12', 'name': 'Anonymous', 'com': '<a href=""#p134452964"" class=""quotelink"">&gt;&gt;134452964</a><br>sing and zootopia are garbage', 'time': 1670634852, 'resto': 134451111}, {'no': 134460481, 'now': '12/09/22(Fri)20:21:23', 'name': 'Anonymous', 'com': '<a href=""#p134451123"" class=""quotelink"">&gt;&gt;134451123</a><br>no, the sequel was a walkback of everything we got from the first movie. The pigs are no longer a stand-in for muslims coming after our children. The edgy, borderline nationalist rhetoric was completely removed. Angry birds 2 was a retcon of angry birds 1.', 'time': 1670635283, 'resto': 134451111}, {'no': 134460637, 'now': '12/09/22(Fri)20:33:07', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Search for angry birds 3 on internet</span><br><span class=""quote"">&gt;find this</span>', 'filename': 'FjS-g1mXEAEDNOu', 'ext': '.jpg', 'w': 1275, 'h': 2748, 'tn_w': 57, 'tn_h': 125, 'tim': 1670635987146490, 'time': 1670635987, 'md5': '+ofY/SGJOiiBMVCJxH4Jsw==', 'fsize': 384430, 'resto': 134451111, 'spoiler': 1}, {'no': 134460679, 'now': '12/09/22(Fri)20:37:11', 'name': 'Anonymous', 'com': '<a href=""#p134460481"" class=""quotelink"">&gt;&gt;134460481</a><br>Kill yourself', 'time': 1670636231, 'resto': 134451111}]",1670636231,50.0,11.0,,
59,134460677,12/09/22(Fri)20:37:02,Anonymous,,2022... I am forgotten.,stevenuniverse-03,.jpg,750,422,250,140,1670636222465505,1670636222,0+zwg3jM9J4ulqcDU1gW/g==,137282,0,0,0,2022-i-am-forgotten,5,0,0,,1670636222,,,,
60,134460561,12/09/22(Fri)20:27:12,Anonymous,2022…I am forgotten,,61AE6ADF-E4BC-4D5D-AD6E-213576FBD8C9,.jpg,697,900,193,250,1670635632241548,1670635632,08YN4MMcSbfrWn7rsXc/rw==,148164,0,0,0,2022i-am-forgotten,5,2,0,"[{'no': 134460667, 'now': '12/09/22(Fri)20:35:38', 'name': 'Anonymous', 'com': '<a href=""#p134460561"" class=""quotelink"">&gt;&gt;134460561</a><br>Nature is healing', 'time': 1670636138, 'resto': 134460561}, {'no': 134460674, 'now': '12/09/22(Fri)20:36:44', 'name': 'Anonymous', 'com': '<a href=""#p134460561"" class=""quotelink"">&gt;&gt;134460561</a><br>Just like 9/11', 'time': 1670636204, 'resto': 134460561}]",1670636204,,,,
61,134445647,12/08/22(Thu)19:48:26,Anonymous,,post you&#039;re underrated waifus,waifu,.jpg,618,474,250,191,1670546906583717,1670546906,3lXZ2bpP/6mLfNFKXIkLNA==,62992,0,0,0,post-youre-underrated-waifus,5,61,42,"[{'no': 134458798, 'now': '12/09/22(Fri)18:00:51', 'name': 'Anonymous', 'com': 'Dark Princess from Rainbow Brite', 'filename': 'FjjWz89WIAQVM7R', 'ext': '.png', 'w': 620, 'h': 480, 'tn_w': 124, 'tn_h': 96, 'tim': 1670626851660453, 'time': 1670626851, 'md5': 'S+UP57yca4Wgro9AY3SPtg==', 'fsize': 357502, 'resto': 134445647}, {'no': 134458827, 'now': '12/09/22(Fri)18:03:08', 'name': 'Anonymous', 'com': '<a href=""#p134451525"" class=""quotelink"">&gt;&gt;134451525</a><br>Ah, I see you&#039;ve taken the Rosapill', 'filename': '463', 'ext': '.png', 'w': 640, 'h': 478, 'tn_w': 125, 'tn_h': 93, 'tim': 1670626988785390, 'time': 1670626988, 'md5': 'Us9tmkrsSD39RGe9Dqbw5A==', 'fsize': 292374, 'resto': 134445647}, {'no': 134459132, 'now': '12/09/22(Fri)18:25:16', 'name': 'Anonymous', 'com': '<a href=""#p134455573"" class=""quotelink"">&gt;&gt;134455573</a><br>Which one?', 'time': 1670628316, 'resto': 134445647}, {'no': 134459663, 'now': '12/09/22(Fri)19:09:58', 'name': 'Anonymous', 'filename': 'DB958DF9-42D9-41D6-8BD2-911E0A665A47', 'ext': '.jpg', 'w': 720, 'h': 540, 'tn_w': 125, 'tn_h': 93, 'tim': 1670630998825334, 'time': 1670630998, 'md5': '2TlnjNyzgzwjvjxqDV+L3Q==', 'fsize': 71250, 'resto': 134445647}, {'no': 134460671, 'now': '12/09/22(Fri)20:35:58', 'name': 'Anonymous', 'com': '<a href=""#p134445647"" class=""quotelink"">&gt;&gt;134445647</a>', 'filename': '266cc6868f3145ac8713c1d56ba61c81', 'ext': '.jpg', 'w': 305, 'h': 537, 'tn_w': 70, 'tn_h': 125, 'tim': 1670636158408764, 'time': 1670636158, 'md5': 'h8QJAHTEfqWT3H2UM00QGQ==', 'fsize': 16167, 'resto': 134445647}]",1670636158,56.0,38.0,,
62,134456485,12/09/22(Fri)15:03:09,Anonymous,Monster High Thread V2,Mattel are watching.<br>https://www.youtube.com/playlist?li<wbr>st=PLIsR9TmiBZZ9U7KCQe7SUTLOuAvjESb<wbr>P3,1670598217966,.jpg,1634,919,250,140,1670616189996846,1670616189,oAchAsl65G17fGHG7onJKA==,183949,0,0,0,monster-high-thread-v2,5,44,21,"[{'no': 134460185, 'now': '12/09/22(Fri)19:55:08', 'name': 'Anonymous', 'com': '<a href=""#p134460172"" class=""quotelink"">&gt;&gt;134460172</a><br><s>Also, did anyone else realize what the wittle beetle babies were typing on Clawdeen&#039;s keyboard?</s>', 'filename': 'Monster.High.S01E05.That.Thing.You.Deuce_Werewolf.Weekend.1080p.AMZN.WEB-DL.DDP5.1.H.264-TLHG.mkv_snapshot_16.07.764', 'ext': '.jpg', 'w': 1634, 'h': 919, 'tn_w': 125, 'tn_h': 70, 'tim': 1670633708869382, 'time': 1670633708, 'md5': 'kETfqNxLFiiEjxrPrPs/pQ==', 'fsize': 171994, 'resto': 134456485}, {'no': 134460266, 'now': '12/09/22(Fri)20:02:20', 'name': 'Anonymous', 'com': '<a href=""#p134460172"" class=""quotelink"">&gt;&gt;134460172</a><br><span class=""quote"">&gt;What do you mean? Clawdeen is half human, that&#039;s her dad</span><br>Fair enough<br><span class=""quote"">&gt;Cleo is obsessed with them because spoiler spoiler</span><br>Alrighty then', 'time': 1670634140, 'resto': 134456485}, {'no': 134460421, 'now': '12/09/22(Fri)20:16:16', 'name': 'Anonymous', 'filename': 'kduf3e', 'ext': '.png', 'w': 1920, 'h': 1064, 'tn_w': 125, 'tn_h': 69, 'tim': 1670634976565641, 'time': 1670634976, 'md5': '2WLGsmo9MHF89+ugQkKTFA==', 'fsize': 1221688, 'resto': 134456485}, {'no': 134460596, 'now': '12/09/22(Fri)20:30:01', 'name': 'Anonymous', 'com': 'What&#039;s everyone&#039;s current doll count?', 'time': 1670635801, 'resto': 134456485}, {'no': 134460666, 'now': '12/09/22(Fri)20:35:36', 'name': 'Anonymous', 'com': '<a href=""#p134460596"" class=""quotelink"">&gt;&gt;134460596</a><br>20.', 'time': 1670636136, 'resto': 134456485}]",1670636136,39.0,19.0,,
63,134459427,12/09/22(Fri)18:51:43,Anonymous,Muppet Christmas Carol Extended Edition,IS OUT,Muppet Christmas Carol Extended Edition,.jpg,1200,675,250,140,1670629903638571,1670629903,OKhplRF7FLZDE4boYFmpjw==,151620,0,0,0,muppet-christmas-carol-extended-edition,5,11,1,"[{'no': 134460157, 'now': '12/09/22(Fri)19:51:51', 'name': 'Anonymous', 'com': 'Unironically the best adaption of A Christmas Carol. Michael Caine gives such a great performance, surrounded by colorful childrens&#039; characters no less.', 'time': 1670633511, 'resto': 134459427}, {'no': 134460197, 'now': '12/09/22(Fri)19:55:59', 'name': 'Anonymous', 'com': '<a href=""#p134460157"" class=""quotelink"">&gt;&gt;134460157</a><br>Because he doesn&#039;t play it like he&#039;s in a muppet movie.', 'time': 1670633759, 'resto': 134459427}, {'no': 134460342, 'now': '12/09/22(Fri)20:09:01', 'name': 'Anonymous', 'com': '<a href=""#p134460062"" class=""quotelink"">&gt;&gt;134460062</a><br><span class=""quote"">&gt;Where?</span><br>DISNEY +', 'time': 1670634541, 'resto': 134459427}, {'no': 134460646, 'now': '12/09/22(Fri)20:34:00', 'name': 'Anonymous', 'com': '<a href=""#p134459427"" class=""quotelink"">&gt;&gt;134459427</a><br>Del Toro Pinocchio is out, the Muppet Christmas Carol Extended Edition is out, Fear &amp; Hunger 2: Termina is out, Dwarf Fortress is out, Solar Ash is out, Choo-Choo Charles is out, Chained Echoes is out, Master Duel New Artemate Slay Card is out, Witch on the Holy Night VN is out, what a great fucking day', 'time': 1670636040, 'resto': 134459427}, {'no': 134460665, 'now': '12/09/22(Fri)20:35:33', 'name': 'Anonymous', 'com': '<a href=""#p134459427"" class=""quotelink"">&gt;&gt;134459427</a><br>So what got added? I assume they still didn&#039;t bother with including the Ignorance and Want demons.', 'time': 1670636133, 'resto': 134459427}]",1670636133,6.0,1.0,,
