,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
47,7946630,,,11/19/22(Sat)13:06:19,Anonymous,Boomer Papes,"Wallpapers you&#039;d find a boomer&#039;s computer, nothing too extreme/ironic",Sled-13,.jpg,1920,1080,250,140,1668881179347931,1668881179,HekvMrHxlMAg6U4i04Uhlw==,553996,0,boomer-papes,7,5,2.0,2.0,"[{'no': 7947100, 'now': '11/21/22(Mon)13:29:47', 'name': 'Anonymous', 'filename': '77181CA4-7E38-44CD-9B4E-AF564F0BB5CC', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1669055387576862, 'time': 1669055387, 'md5': 'kGTlwP2V4lSkcbmJt5oP8A==', 'fsize': 311401, 'resto': 7946630}, {'no': 7947109, 'now': '11/21/22(Mon)14:01:39', 'name': 'Anonymous', 'com': '<a href=""#p7946630"" class=""quotelink"">&gt;&gt;7946630</a><br>The real boomer wallpaper is a 470p photo of your wife and kids with letterbox on the sides, also a lot of useless desktop icons covering their faces.', 'time': 1669057299, 'resto': 7946630}, {'no': 7947303, 'now': '11/22/22(Tue)15:13:30', 'name': 'Anonymous', 'filename': 'Darth-Yoda-yoda-master-of-jedi-8182502-1024-768', 'ext': '.jpg', 'w': 1024, 'h': 768, 'tn_w': 125, 'tn_h': 93, 'tim': 1669148010006576, 'time': 1669148010, 'md5': 'cnC/5AdfY4z/lo/4pwDuFA==', 'fsize': 113127, 'resto': 7946630}, {'no': 7948969, 'now': '11/29/22(Tue)20:21:52', 'name': 'Anonymous', 'com': '<a href=""#p7946630"" class=""quotelink"">&gt;&gt;7946630</a><br>i dont really care about aviation or transportation but theres a few airplanes that are just beautiful and they are the B1, B2 and sr71. absolutely make my nuts go quaking', 'time': 1669771312, 'resto': 7946630}, {'no': 7950971, 'now': '12/09/22(Fri)14:27:38', 'name': 'Anonymous', 'filename': 'wallpaperbetter', 'ext': '.jpg', 'w': 3000, 'h': 1608, 'tn_w': 125, 'tn_h': 67, 'tim': 1670614058655262, 'time': 1670614058, 'md5': 'qKbT5A+/H9tTYnC/adahuQ==', 'fsize': 734560, 'resto': 7946630}]",1670614058,0.0,0.0,
48,7949616,,,12/02/22(Fri)17:09:14,movie thread,favourite movie snaps/moments,"post any cool or aesthetic or nice looking movie pic, want it to be a good thread for getting different movie names so pls write name in caption if you can ty<br><br>first one is Spiderman (2002)",spiderman (2002),.png,1628,848,250,130,1670018954484178,1670018954,JKDL61n8x2lEeGruDxhHgw==,2096645,0,favourite-movie-snapsmoments,56,52,51.0,47.0,"[{'no': 7950739, 'now': '12/07/22(Wed)23:24:06', 'name': 'Anonymous', 'filename': 'Ghost in the Shell 3', 'ext': '.jpg', 'w': 3840, 'h': 2400, 'tn_w': 125, 'tn_h': 78, 'tim': 1670473446044319, 'time': 1670473446, 'md5': '8fmWvaraa+uiMXBmtIy/wQ==', 'fsize': 1079031, 'resto': 7949616}, {'no': 7950740, 'now': '12/07/22(Wed)23:25:35', 'name': 'Anonymous', 'com': 'Titus Pullo and Eirene, from Rome (2005)', 'filename': 'Kinolove', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670473535180029, 'time': 1670473535, 'md5': 'pvhb+ng+tK1zxnZvT1L2Qw==', 'fsize': 3498453, 'resto': 7949616}, {'no': 7950897, 'now': '12/09/22(Fri)04:41:00', 'name': 'Anonymous', 'com': '<a href=""#p7950740"" class=""quotelink"">&gt;&gt;7950740</a><br>man that was such a good show, a shame they cancelled it and rushed through s02<br><br>im wondering if anyone might have a wallpaper from american psycho, i used to have it but cant find it: its bateman sitting on the couch smoking a cigar after killing paul allen', 'filename': 'friday the 13th 1', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670578860997553, 'time': 1670578860, 'md5': 'D7i/eeMF/nmn1mPEGtxfjQ==', 'fsize': 556563, 'resto': 7949616}, {'no': 7950924, 'now': '12/09/22(Fri)07:35:55', 'name': 'Anonymous', 'filename': 'Babylon.Berlin.S04E04.Episode.4.1080p.HMAX.WEB-DL.DD5.1.H.264-playWEB.mkv_20221113_201136.238', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670589355974037, 'time': 1670589355, 'md5': 'YGpiVvVnxw8YlZMN45F6KA==', 'fsize': 3056858, 'resto': 7949616}, {'no': 7950969, 'now': '12/09/22(Fri)14:18:49', 'name': 'Anonymous', 'com': '<a href=""#p7950897"" class=""quotelink"">&gt;&gt;7950897</a><br>If you want other frames from that scene, I can make them.', 'filename': 'cigar', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670613529475289, 'time': 1670613529, 'md5': 'ktrYYnb+Kq/Cm471OwXTFg==', 'fsize': 1195716, 'resto': 7949616}]",1670613529,0.0,0.0,
49,7949867,,,12/04/22(Sun)00:42:04,Anonymous,"Archer, Ranger, Hunter","Archer, Ranger, Hunter",1013978-elder-scrolls-online,.jpg,1920,1080,250,140,1670132524266839,1670132524,1SRn0BShg3oHoFan08t2MA==,426966,0,archer-ranger-hunter,16,15,11.0,11.0,"[{'no': 7950841, 'now': '12/08/22(Thu)17:58:28', 'name': 'Anonymous', 'com': '<a href=""#p7949867"" class=""quotelink"">&gt;&gt;7949867</a><br>BUMP', 'time': 1670540308, 'resto': 7949867}, {'no': 7950965, 'now': '12/09/22(Fri)13:54:55', 'name': 'Anonymous', 'filename': '133750(1)', 'ext': '.jpg', 'w': 2880, 'h': 1800, 'tn_w': 125, 'tn_h': 78, 'tim': 1670612095504359, 'time': 1670612095, 'md5': 'JedA3BfeHd5CsTwG/ksyvA==', 'fsize': 502255, 'resto': 7949867}, {'no': 7950966, 'now': '12/09/22(Fri)13:55:41', 'name': 'Anonymous', 'filename': '1053595-american-indian-wallpaper-1920x1080-iphone', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670612141751600, 'time': 1670612141, 'md5': 'LwuJkP2KJvlqqGxiLGhI+A==', 'fsize': 441292, 'resto': 7949867}, {'no': 7950967, 'now': '12/09/22(Fri)13:56:59', 'name': 'Anonymous', 'filename': '1597788858320', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1670612219477148, 'time': 1670612219, 'md5': 'af7ErP5S04KEPbIIhTWSJQ==', 'fsize': 705495, 'resto': 7949867}, {'no': 7950968, 'now': '12/09/22(Fri)14:00:47', 'name': 'Anonymous', 'filename': 'branan-ranjanathan-ran-study-as', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670612447002731, 'time': 1670612447, 'md5': 'JYxU3yJZOjoNpIc6A1mJKQ==', 'fsize': 268299, 'resto': 7949867}]",1670612447,0.0,0.0,
50,7931612,,,09/15/22(Thu)08:34:12,,Official Homescreen Thread #207,"rip queeny edition :c<br><br>Last thread: <span class=""deadlink"">&gt;&gt;7904025</span><br>Archives: https://archive.alice.al/wg/search/<wbr>subject/homescreen/<br><br><span class=""quote"">&gt;FAQ</span><br>Need inspiration (or want to steal an old design)? Check out https://homescreens.org<br><br><span class=""quote"">&gt;Chatroom for discussion, questions, and feedback on wips + offtopic fun</span><br>#homescreen @ rizon<br>https://kiwiirc.com/client/irc.rizo<wbr>n.net/#homescreen<br><br><span class=""quote"">&gt;General guide</span><br>Launcher+KLWP will cover 99.9% of your needs<br>check out https://homescreens.org/wiki/ for more<br><br><span class=""quote"">&gt;Android</span><br>KLWP: www.jagwar.de/kustom-beginners-guid<wbr>e-part-1-klwp-basics<br>Craftmath&#039;s KLWP guide: https://www.bcraftmath.com/klwp.htm<wbr>l<br><br><span class=""quote"">&gt;iOS</span><br>iDevice Ricing Guide: https://homescreens.org/wiki/ios/<br><br><span class=""quote"">&gt;Other info</span><br>Recording and framing: https://homescreens.org/wiki/record<wbr>ing-and-framing/<br>Changing Icon Pack Color: https://homescreens.org/wiki/icon-p<wbr>ack-color/<br>Sidebar Theme: https://homescreens.org/wiki/icon-p<wbr>ack-color/<br><br><span class=""quote"">&gt;Rating</span><br>Rate for rate, try to give further criticism beyond mere numerals.",queen,.png,1242,2208,140,250,1663245252598145,1663245252,UwWqEjttLJY6zU5bWNBLmw==,987617,0,official-homescreen-thread-207,155,77,150.0,74.0,"[{'no': 7950523, 'now': '12/06/22(Tue)19:22:07', 'name': 'Anonymous', 'com': 'Dis', 'filename': 'Screenshot_20221207-011657_One UI Home', 'ext': '.jpg', 'w': 1080, 'h': 2408, 'tn_w': 56, 'tn_h': 125, 'tim': 1670372527003479, 'time': 1670372527, 'md5': 'JUNyfsSF3mvP8e35/1zrRQ==', 'fsize': 1659614, 'resto': 7931612}, {'no': 7950604, 'now': '12/07/22(Wed)10:01:30', 'name': 'Anonymous', 'filename': 'hs2', 'ext': '.webm', 'w': 720, 'h': 1520, 'tn_w': 59, 'tn_h': 125, 'tim': 1670425290388311, 'time': 1670425290, 'md5': '6j+x4RPURsaRHM/FrPQzTQ==', 'fsize': 188201, 'resto': 7931612}, {'no': 7950732, 'now': '12/07/22(Wed)21:23:51', 'name': 'Anonymous', 'com': 'Scrapped this together a few months ago. Had to dig up a decent combine font for the top. Icons are YellowLine.', 'filename': 'Screenshot_20221207-192059', 'ext': '.jpg', 'w': 1080, 'h': 2400, 'tn_w': 56, 'tn_h': 125, 'tim': 1670466231522157, 'time': 1670466231, 'md5': 'j3tH17hWGGrZA58/AhFuvA==', 'fsize': 277608, 'resto': 7931612}, {'no': 7950820, 'now': '12/08/22(Thu)15:57:29', 'name': 'Anonymous', 'com': '<a href=""#p7950501"" class=""quotelink"">&gt;&gt;7950501</a><br>AOI Launcher', 'time': 1670533049, 'resto': 7931612}, {'no': 7950960, 'now': '12/09/22(Fri)13:23:02', 'name': 'Anonymous', 'com': 'Kind of a random question, but I feel like if anyone knows it&#039;d be someone here: I keep getting customers coming into my shop with their phones being taken over by a launcher called Messenger Home. It&#039;s some kind of adware bullshit, and of course they never seem to remember where or how they downloaded it. Anyone here heard of this app? I just want to be able to steer these stupid fucks away from downloading spyware if I can.<br><br><a href=""#p7950604"" class=""quotelink"">&gt;&gt;7950604</a><br>Pretty slick. Does the moon phase widget actually work?<br><br><a href=""#p7948954"" class=""quotelink"">&gt;&gt;7948954</a><br>read sticky dearest retard', 'time': 1670610182, 'resto': 7931612}]",1670610182,0.0,0.0,!TheQveenQ.
51,7915296,,,07/19/22(Tue)20:43:04,Anonymous,/vgg/ - Video Games General #48,"Welcome to /wg/&#039;s videogames general thread, /vgg/ for short.<br><br>Post any wallpapers here for whatever you&#039;re currently playing. Or whatever you want to share, or request.<br><br>Previous Thread:<br><span class=""deadlink"">&gt;&gt;7891199</span>",1AKyR,.png,2560,1440,250,140,1658277784876395,1658277784,yC7ZzrVusaDUqgrDgEEPvw==,203178,0,vgg-video-games-general-48,287,262,282.0,258.0,"[{'no': 7949781, 'now': '12/03/22(Sat)14:57:28', 'name': 'Anonymous', 'com': '<a href=""#p7946999"" class=""quotelink"">&gt;&gt;7946999</a>', 'filename': 'postal 3g', 'ext': '.jpg', 'w': 1280, 'h': 1024, 'tn_w': 125, 'tn_h': 100, 'tim': 1670097448584044, 'time': 1670097448, 'md5': '31iOpXy2rWJ90dHi9B6Bkw==', 'fsize': 2120711, 'resto': 7915296}, {'no': 7949807, 'now': '12/03/22(Sat)18:06:19', 'name': 'Anonymous', 'com': '<a href=""#p7921952"" class=""quotelink"">&gt;&gt;7921952</a><br>damn this is sick, do you have one with reshiram as well?', 'filename': 'lbp', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670108779431134, 'time': 1670108779, 'md5': '2vO6WyYdfax91igeM7dgFA==', 'fsize': 3026452, 'resto': 7915296}, {'no': 7949808, 'now': '12/03/22(Sat)18:06:53', 'name': 'Anonymous', 'filename': 'avalonia', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670108813028491, 'time': 1670108813, 'md5': 'zIvpGfRARmQdUretgsduxA==', 'fsize': 1867099, 'resto': 7915296}, {'no': 7950871, 'now': '12/08/22(Thu)23:55:46', 'name': 'Anonymous', 'com': 'Anyone got some pac man papes?', 'time': 1670561746, 'resto': 7915296}, {'no': 7950958, 'now': '12/09/22(Fri)13:13:49', 'name': 'Anonymous', 'filename': '33-330190_sk-word-wallpaper-grim-fandango-wallpaper-hd', 'ext': '.jpg', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1670609629273228, 'time': 1670609629, 'md5': 'B9RRbEWRIJtiepLuPoCSWQ==', 'fsize': 54681, 'resto': 7915296}]",1670609629,0.0,0.0,
52,7940790,,,10/23/22(Sun)23:33:57,Anonymous,Winter approaching,"I&#039;m definitely looking forward to Winter. There is a Winter thread here:<br><span class=""deadlink"">&gt;&gt;7936896</span><br>but it&#039;s dedicated to black and white images. Let&#039;s have a general Winter wallpaper here, in the hopes that winter will be good to us all this year.",12260313,.jpg,5472,3080,250,140,1666582437992727,1666582437,aXDxD04ZqS4cAeXxEV8h3w==,5098776,0,winter-approaching,70,64,65.0,59.0,"[{'no': 7949914, 'now': '12/04/22(Sun)02:26:05', 'name': 'Anonymous', 'com': '<a href=""#p7949911"" class=""quotelink"">&gt;&gt;7949911</a><br>My current wallpaper for the winter season', 'filename': 'Japan_Winter2', 'ext': '.jpg', 'w': 3840, 'h': 2405, 'tn_w': 125, 'tn_h': 78, 'tim': 1670138765785175, 'time': 1670138765, 'md5': '+ddUo5exC0eqQG+0YhtAKg==', 'fsize': 1141409, 'resto': 7940790}, {'no': 7950414, 'now': '12/06/22(Tue)09:21:59', 'name': 'Anonymous', 'com': 'Any nice cosy paintings that aren’t too bright and don’t have too much going on? Using as a mobile pape but it can be desktop resolution.', 'filename': '15A7F3F9-EF0A-44D2-8E27-A5F71CC7A52C', 'ext': '.jpg', 'w': 2349, 'h': 3000, 'tn_w': 97, 'tn_h': 125, 'tim': 1670336519090085, 'time': 1670336519, 'md5': 'C6hnhbrH11s9j6VShs47UA==', 'fsize': 1829181, 'resto': 7940790}, {'no': 7950949, 'now': '12/09/22(Fri)11:51:14', 'name': 'Anonymous', 'filename': 'Bergkapelle_im_Winter+Ernst_Ferdinand_Oehme', 'ext': '.jpg', 'w': 3500, 'h': 2467, 'tn_w': 125, 'tn_h': 88, 'tim': 1670604674776822, 'time': 1670604674, 'md5': 'il5iyyt3ZDA5Qhs+7cwCDA==', 'fsize': 1153211, 'resto': 7940790}, {'no': 7950950, 'now': '12/09/22(Fri)11:51:47', 'name': 'Anonymous', 'filename': 'Holy_Rus+Mikhail_Nesterov_1300', 'ext': '.jpg', 'w': 2080, 'h': 1300, 'tn_w': 125, 'tn_h': 78, 'tim': 1670604707342554, 'time': 1670604707, 'md5': 'ZhLjIzncqEhT1+ywALTgVQ==', 'fsize': 583174, 'resto': 7940790}, {'no': 7950951, 'now': '12/09/22(Fri)11:52:21', 'name': 'Anonymous', 'filename': 'Small Town Blizzard', 'ext': '.jpg', 'w': 2160, 'h': 1080, 'tn_w': 125, 'tn_h': 62, 'tim': 1670604741563274, 'time': 1670604741, 'md5': 'GEfbZa37wlD9mgBglAdyow==', 'fsize': 1947234, 'resto': 7940790}]",1670604741,0.0,0.0,
53,7939223,,,10/18/22(Tue)15:07:26,Anonymous,Half sky half earth,,1612664983464,.jpg,2766,1746,250,157,1666120046643790,1666120046,65Yl+C2afBLMwC/y1TaLvg==,2168402,0,half-sky-half-earth,32,21,27.0,17.0,"[{'no': 7948854, 'now': '11/29/22(Tue)04:26:10', 'name': 'Anonymous', 'com': '<a href=""#p7948332"" class=""quotelink"">&gt;&gt;7948332</a><br>I&#039;ll never be happy again , also go fuck yourself', 'time': 1669713970, 'resto': 7939223}, {'no': 7948932, 'now': '11/29/22(Tue)17:00:58', 'name': 'Anonymous', 'filename': 'H_12', 'ext': '.jpg', 'w': 1500, 'h': 1153, 'tn_w': 125, 'tn_h': 96, 'tim': 1669759258282632, 'time': 1669759258, 'md5': '8ogHAA9uJtTaifsauplZfg==', 'fsize': 274732, 'resto': 7939223}, {'no': 7949223, 'now': '11/30/22(Wed)18:37:44', 'name': 'Anonymous', 'filename': 'Siberia landscape', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1669851464337094, 'time': 1669851464, 'md5': 'GT4PTc1Yz1I1MlmrhX8/cA==', 'fsize': 350166, 'resto': 7939223}, {'no': 7949499, 'now': '12/02/22(Fri)00:03:26', 'name': 'Anonymous', 'filename': 'ae1f4e93-4faa-48dd-af48-cf60c09c0d3a', 'ext': '.jpg', 'w': 4096, 'h': 3072, 'tn_w': 125, 'tn_h': 93, 'tim': 1669957406503716, 'time': 1669957406, 'md5': 'oBVeu7k4YtkRYsu5kkU7Mg==', 'fsize': 1358994, 'resto': 7939223}, {'no': 7950944, 'now': '12/09/22(Fri)11:24:16', 'name': 'Anonymous', 'filename': 'rawpixel-id-582736-original-233dpi-55%', 'ext': '.jpg', 'w': 5651, 'h': 3767, 'tn_w': 125, 'tn_h': 83, 'tim': 1670603056223403, 'time': 1670603056, 'md5': '8JY0AThc35p2UXYHwIPUEA==', 'fsize': 5260632, 'resto': 7939223}]",1670603056,0.0,0.0,
54,7921258,,,08/08/22(Mon)19:39:07,Anonymous,Natural Landscapes,I believe the last one has been archived. One of the better themes on /wg/ for a while.<br><br>Any natural landscape,1649725796246,.jpg,5019,3346,250,166,1660001947286590,1660001947,fE+nVkwRzP6wQdsSTWTz+A==,3941459,0,natural-landscapes,152,139,147.0,134.0,"[{'no': 7950648, 'now': '12/07/22(Wed)13:01:34', 'name': 'Anonymous', 'filename': '1596812350844', 'ext': '.jpg', 'w': 2048, 'h': 1152, 'tn_w': 125, 'tn_h': 70, 'tim': 1670436094936092, 'time': 1670436094, 'md5': 'mgbybfR8iSwaIz0BLiYEgQ==', 'fsize': 2111244, 'resto': 7921258}, {'no': 7950649, 'now': '12/07/22(Wed)13:02:26', 'name': 'Anonymous', 'filename': '1598420791436', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670436146828784, 'time': 1670436146, 'md5': 'qyHqgT2Doed6ce1ECyo4Ng==', 'fsize': 3251923, 'resto': 7921258}, {'no': 7950650, 'now': '12/07/22(Wed)13:04:36', 'name': 'Anonymous', 'filename': '1598674898804', 'ext': '.jpg', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670436276796673, 'time': 1670436276, 'md5': 'mPavURqOBrBA/FoVGFjasg==', 'fsize': 1159624, 'resto': 7921258}, {'no': 7950674, 'now': '12/07/22(Wed)14:54:31', 'name': 'Anonymous', 'filename': 'IMG_20200305_152036', 'ext': '.jpg', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670442871862459, 'time': 1670442871, 'md5': 'UnZJEMlFED0tNadd09glNA==', 'fsize': 4113609, 'resto': 7921258}, {'no': 7950942, 'now': '12/09/22(Fri)11:18:04', 'name': 'Anonymous', 'filename': 'rawpixel-id-582736-original-233dpi-55%', 'ext': '.jpg', 'w': 5651, 'h': 3767, 'tn_w': 125, 'tn_h': 83, 'tim': 1670602684145866, 'time': 1670602684, 'md5': '8JY0AThc35p2UXYHwIPUEA==', 'fsize': 5260632, 'resto': 7921258}]",1670602684,0.0,0.0,
55,7947423,,,11/23/22(Wed)09:00:17,Anonymous,Los Angeles/California,I&#039;m going for vacation in March to Los Angeles! Post LA or Cali papes. I can&#039;t wait!,pexels-rodnae-productions-8782682,.jpg,2592,1727,250,166,1669212017786030,1669212017,uSPJqEFzbd5W1XivLcWNlg==,1336549,0,los-angelescalifornia,19,8,14.0,6.0,"[{'no': 7950147, 'now': '12/05/22(Mon)03:13:52', 'name': 'Anonymous', 'com': '<a href=""#p7950085"" class=""quotelink"">&gt;&gt;7950085</a><br>Fuck LA.', 'filename': '52E9DE03-E433-4CB5-8DF3-2A0C1C4F15C0', 'ext': '.jpg', 'w': 1000, 'h': 678, 'tn_w': 125, 'tn_h': 84, 'tim': 1670228032635028, 'time': 1670228032, 'md5': '7ey9DHBOGcKY8Jygv8C8+Q==', 'fsize': 368542, 'resto': 7947423}, {'no': 7950253, 'now': '12/05/22(Mon)16:04:33', 'name': 'Anonymous', 'filename': 'wp7925330-hollywood-hills-wallpapers', 'ext': '.jpg', 'w': 1600, 'h': 1062, 'tn_w': 125, 'tn_h': 82, 'tim': 1670274273703713, 'time': 1670274273, 'md5': 'j4BCXy31vyqmIU6aPxd1AA==', 'fsize': 177270, 'resto': 7947423}, {'no': 7950772, 'now': '12/08/22(Thu)05:13:11', 'name': 'Anonymous', 'com': 'anyone got papes of LA/sunset strip during the 70s/80s?', 'time': 1670494391, 'resto': 7947423}, {'no': 7950799, 'now': '12/08/22(Thu)13:33:48', 'name': 'Anonymous', 'com': '<a href=""#p7947423"" class=""quotelink"">&gt;&gt;7947423</a><br>Californian here. don&#039;t go to los angeles. it is a shit city. I am not exaggerating, i am not trolling you, i am not trying to keep you out. LA suck and you will be dissapointed and feel bitter.', 'time': 1670524428, 'resto': 7947423}, {'no': 7950910, 'now': '12/09/22(Fri)06:59:40', 'name': 'Anonymous', 'com': '<a href=""#p7947423"" class=""quotelink"">&gt;&gt;7947423</a><br><a href=""#p7947423"" class=""quotelink"">&gt;&gt;7947423</a><br><br>I live here. It SUCKS. Don&#039;t come here.<br><br><a href=""#p7950799"" class=""quotelink"">&gt;&gt;7950799</a><br><a href=""#p7950799"" class=""quotelink"">&gt;&gt;7950799</a><br> <br>Facts. LA is a shithole.', 'time': 1670587180, 'resto': 7947423}]",1670587180,0.0,0.0,
56,7947283,,,11/22/22(Tue)13:36:32,Anonymous,,"Tasteful, yet sexy.",1650418458567,.jpg,3088,2056,250,166,1669142192281438,1669142192,GR+EpU1fkPHXqP3pU85iYw==,499526,0,tasteful-yet-sexy,32,22,27.0,19.0,"[{'no': 7950807, 'now': '12/08/22(Thu)14:35:56', 'name': 'Anonymous', 'filename': 'wallhaven-n6k8jw', 'ext': '.jpg', 'w': 1280, 'h': 960, 'tn_w': 125, 'tn_h': 93, 'tim': 1670528156339401, 'time': 1670528156, 'md5': 'nsKJW5/W4O7HN+23De/+HQ==', 'fsize': 260128, 'resto': 7947283}, {'no': 7950808, 'now': '12/08/22(Thu)14:37:56', 'name': 'Anonymous', 'filename': 'wallhaven-p2q7xj_', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670528276383052, 'time': 1670528276, 'md5': 'P0qsBbngZKqbsn0rx6ehTQ==', 'fsize': 3567146, 'resto': 7947283}, {'no': 7950852, 'now': '12/08/22(Thu)19:30:38', 'name': 'Anonymous', 'com': '<a href=""#p7950750"" class=""quotelink"">&gt;&gt;7950750</a><br>+1 edgy boi point', 'time': 1670545838, 'resto': 7947283}, {'no': 7950884, 'now': '12/09/22(Fri)02:26:16', 'name': 'Anonymous', 'filename': '1334630582058', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670570776204708, 'time': 1670570776, 'md5': 'S00ghyB7GVy/vIKrxHqm4A==', 'fsize': 222943, 'resto': 7947283}, {'no': 7950904, 'now': '12/09/22(Fri)06:12:31', 'name': 'Anonymous', 'com': '<a href=""#p7947367"" class=""quotelink"">&gt;&gt;7947367</a><br><span class=""quote"">&gt;blowjob at birth</span><br>lol, fucking jews', 'time': 1670584351, 'resto': 7947283}]",1670584351,0.0,0.0,
57,7946622,,,11/19/22(Sat)11:45:41,Anonymous,,"&#039;Tis the season.....<br><br>Yeah I know it&#039;s starting early, but last Christmas in this &quot;not a recession&quot; was lean and depressing as fuck, so this year we started early on everything to make it better than last year",1542747705963,.jpg,1920,1200,250,156,1668876341634982,1668876341,hObnFGpbFq3Gno42t33Oig==,593935,0,tis-the-season,117,106,112.0,105.0,"[{'no': 7950566, 'now': '12/07/22(Wed)01:05:23', 'name': 'Anonymous', 'com': '<a href=""#p7950550"" class=""quotelink"">&gt;&gt;7950550</a><br><span class=""quote"">&gt;I&#039;ve been wanting an eerie one of Jacob Marley</span><br>that would be kino', 'time': 1670393123, 'resto': 7946622}, {'no': 7950629, 'now': '12/07/22(Wed)12:06:57', 'name': 'MTGfan', 'filename': 'Jacob Marley', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670432817246612, 'time': 1670432817, 'md5': 'c2TIg+XLuxTHFm7eRfe7Sw==', 'fsize': 487544, 'resto': 7946622}, {'no': 7950870, 'now': '12/08/22(Thu)23:50:15', 'name': 'Anonymous', 'com': '<a href=""#p7950629"" class=""quotelink"">&gt;&gt;7950629</a><br>What’s that from?', 'time': 1670561415, 'resto': 7946622}, {'no': 7950894, 'now': '12/09/22(Fri)04:08:55', 'name': 'Anonymous', 'com': '<a href=""#p7950870"" class=""quotelink"">&gt;&gt;7950870</a><br>the jim carrey version of Christmas Carol that came out in 2009', 'time': 1670576935, 'resto': 7946622}, {'no': 7950902, 'now': '12/09/22(Fri)05:17:48', 'name': 'Anonymous', 'com': '<a href=""#p7950894"" class=""quotelink"">&gt;&gt;7950894</a><br>Thanks', 'time': 1670581068, 'resto': 7946622}]",1670581068,0.0,0.0,
