,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
98,1292746,,,12/10/22(Sat)07:35:19,Anonymous,TV with messed up screen lines,"I came to visit my parents for the holidays. Their TV is like 10 years old; they said the problem it started on its own last month. They have saved up about half-way to get a new one, but I would like to know, what can of a problem is this? Is it the screen or could it be a board or flex problem? They&#039;re going to get it checked to sell and make up for the new one but sometimes these small town technicians can be either ignorant or slimy and I&#039;d like to know if anyone has encountered something like this to have more reference. <br><br>If the tv is left off for a long time the first 5 minutes it is only a single horizontal line in the center and then it progresses into this in the space of an hour minutes. It also takes noticeably longer for it to get messed up if the AC is on, so it appears to be affected by temperature.",lineas(1),.webm,1280,720,250,140,1670675719025524,1670675719,ybKm81VpPlY2qiS9CqRQ3w==,2876407,0,,tv-with-messed-up-screen-lines,11,0,"[{'no': 1292753, 'now': '12/10/22(Sat)09:40:19', 'name': 'Anonymous', 'com': '<a href=""#p1292748"" class=""quotelink"">&gt;&gt;1292748</a><br>But do you think it has something to do with software and not hardware?', 'time': 1670683219, 'resto': 1292746}, {'no': 1292754, 'now': '12/10/22(Sat)10:19:21', 'name': 'Anonymous', 'com': '<a href=""#p1292746"" class=""quotelink"">&gt;&gt;1292746</a><br>Korean quality.', 'time': 1670685561, 'resto': 1292746}, {'no': 1292755, 'now': '12/10/22(Sat)11:29:33', 'name': 'Anonymous', 'com': '<a href=""#p1292749"" class=""quotelink"">&gt;&gt;1292749</a><br>It&#039;s possible since it&#039;s usually the cable that&#039;s broken, not the actual drivers, but you need some fancy expensive machine.', 'time': 1670689773, 'resto': 1292746}, {'no': 1292756, 'now': '12/10/22(Sat)11:35:30', 'name': 'Anonymous', 'com': '<a href=""#p1292746"" class=""quotelink"">&gt;&gt;1292746</a><br>what show is that? looks cool', 'time': 1670690130, 'resto': 1292746}, {'no': 1292757, 'now': '12/10/22(Sat)13:18:49', 'name': 'Anonymous', 'com': 'Panel is trashed, nothing you can do.<br>Id recommend getting an old 1080p plasma, they are much better then new cheap lcds and cheaper aswell.<br>Whats that show btw?', 'time': 1670696329, 'resto': 1292746}]",1670675719,0.0,0.0,6.0,0.0
99,1291678,,,12/07/22(Wed)17:30:18,Anonymous,Who could Paste that troll face on the man&#039;s face ?,"Im very bad at pasting and modifying pictures, so i need some help, please. Can anyone paste that troll face (pic on the right) on the face of the man (pic on the left). I&#039;d be greatful if you do, thanks in advance.",Img1,.jpg,1088,453,250,104,1670452218577517,1670452218,7grUi1dcivhJ4OPqoarVBg==,68477,0,,who-could-paste-that-troll-face-on-the-mans-face,14,1,"[{'no': 1292433, 'now': '12/09/22(Fri)16:46:00', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670622360, 'resto': 1291678}, {'no': 1292611, 'now': '12/10/22(Sat)04:52:29', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670665949, 'resto': 1291678}, {'no': 1292660, 'now': '12/10/22(Sat)08:22:44', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670678564, 'resto': 1291678}, {'no': 1292719, 'now': '12/10/22(Sat)12:48:01', 'name': 'Anonymous', 'com': 'Bump please', 'time': 1670694481, 'resto': 1291678}, {'no': 1292742, 'now': '12/10/22(Sat)14:52:58', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670701978, 'resto': 1291678}]",1670701978,0.0,0.0,9.0,1.0
100,1292738,,,12/10/22(Sat)14:27:53,Anonymous,,Does anybody have that fucking insane TikTok WebM with the Chinese people and the flying and teeth and that old lady who tries to spray the bees with gas and shit? You know the one. It start with some guy tied up and he uses flying teeth to save himself or something and then an old lady chases him around.,1670469525145113s,.jpg,241,209,241,209,1670700473257807,1670700473,mxCl0tjfeHJ0MjQ4Nds1sw==,6737,0,,does-anybody-have-that-fucking-insane-tiktok-webm,0,0,,1670700473,0.0,0.0,,
101,1292645,,,12/10/22(Sat)07:30:44,Anonymous,help,"English native speakers, what mistakes does this have that gives away that it was written by ESL",1652922419237,.png,1129,272,250,60,1670675444967871,1670675444,rmWwYAjbviZPtByrfe/Vdg==,63164,0,,help,7,2,"[{'no': 1292699, 'now': '12/10/22(Sat)11:04:42', 'name': 'Anonymous', 'com': '<a href=""#p1292693"" class=""quotelink"">&gt;&gt;1292693</a><br><span class=""quote"">&gt;&gt;making business with</span><br>Doing business with<br><a href=""#p1292645"" class=""quotelink"">&gt;&gt;1292645</a><br>I find that the requirement to speak Japanese filters casuals quite adequately, and if they can&#039;t get to step one (&quot;we should be included&quot;) they won&#039;t be able to get to step two (&quot;you should change this so it&#039;s for us&quot;).', 'time': 1670688282, 'resto': 1292645}, {'no': 1292700, 'now': '12/10/22(Sat)11:07:05', 'name': 'Anonymous', 'com': 'bros', 'filename': 'japanese_word_order', 'ext': '.png', 'w': 1208, 'h': 632, 'tn_w': 125, 'tn_h': 65, 'tim': 1670688425547983, 'time': 1670688425, 'md5': 'qyRrPrUrrXI5gcyxq2IuBA==', 'fsize': 496807, 'resto': 1292645}, {'no': 1292704, 'now': '12/10/22(Sat)11:14:16', 'name': 'Anonymous', 'com': '<a href=""#p1292700"" class=""quotelink"">&gt;&gt;1292700</a><br><span class=""quote"">&gt;particles</span><br>articles', 'time': 1670688856, 'resto': 1292645}, {'no': 1292711, 'now': '12/10/22(Sat)11:51:49', 'name': 'Anonymous', 'com': '<a href=""#p1292704"" class=""quotelink"">&gt;&gt;1292704</a><br><span class=""quote"">&gt;articles</span><br>No. Fuck&#039;s sake.', 'time': 1670691109, 'resto': 1292645}, {'no': 1292727, 'now': '12/10/22(Sat)13:33:18', 'name': 'Anonymous', 'com': '<a href=""#p1292699"" class=""quotelink"">&gt;&gt;1292699</a><br>What the fuck does speaking Japanese have to do with the retards not wanting to ship abroad? You still need to use proxygarbage<br><br>Oh right because le glorious Japanese, it has to be le hard to filter le normalfags, even though anime is mainstream as fuck', 'time': 1670697198, 'resto': 1292645}]",1670697198,0.0,0.0,2.0,1.0
102,1292724,,,12/10/22(Sat)13:00:29,Anonymous,,"If anyone is interested requesting a drawing of the female ODST Spartan in her regular or new armor with a Halo CE shotgun and the Halo Reach Ranger Elite with a energy sword posing like the Master Chief and Arbiter from Halo 3. Gonna post a few requests later on (don&#039;t expect all to be done just the ones that interest drawanons), if you want to post a drawing request go ahead.",ODST Spartan and Elite,.jpg,5253,3830,250,182,1670695229455106,1670695229,zN768ElLR41uPrlvawsEjg==,3114639,0,,if-anyone-is-interested-requesting-a-drawing-of,0,0,,1670695229,0.0,0.0,,
103,1292299,,,12/09/22(Fri)10:28:35,Anonymous,Artist name?,Any idea here?<br>All I have is this shit smol crop,1655763068101,.png,150,150,150,150,1670599715695574,1670599715,j2JmqW9b7H0L2qVvqiqa5g==,38692,0,,artist-name,2,0,"[{'no': 1292441, 'now': '12/09/22(Fri)17:15:55', 'name': 'Anonymous', 'com': 'quit being a coomer', 'time': 1670624155, 'resto': 1292299}, {'no': 1292723, 'now': '12/10/22(Sat)13:00:23', 'name': 'Anonymous', 'com': '<a href=""#p1292299"" class=""quotelink"">&gt;&gt;1292299</a><br>Halpf', 'time': 1670695223, 'resto': 1292299}]",1670695223,0.0,0.0,,
104,1290719,,,12/05/22(Mon)09:01:18,Anonymous,Sin City (and comics like it),"Sin City has become famous, and infamous, for its signature high contrast black and white art style which was done by simplifying negative space and composition.<br><br>To /co/, are you aware of any other comic utilize this kind of style. The only one I&#039;m aware of is Channel Zero by Brian Wood and MAYBE Johnny the Homicidal Maniac, but that&#039;s REALLY stretching it.<br><br>One stipulation: It has to be in black and white though, NEVER colorized, so as much as I&#039;d like to put 100 Bullets after seeing the original artwork by Eduardo Russo, it&#039;s in color, so no.<br><br>Also, no greyscale, so The Walking Dead and Brat Pack DO NOT count.",IB2SxT3m_1712210729041sbpi,.jpg,544,800,170,250,1670248878915371,1670248878,SVIwIZqTUexOGWapQAtCxQ==,396804,0,,sin-city-and-comics-like-it,9,0,"[{'no': 1291154, 'now': '12/06/22(Tue)09:42:44', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx5</span>', 'time': 1670337764, 'resto': 1290719}, {'no': 1291549, 'now': '12/07/22(Wed)09:03:59', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx6</span>', 'time': 1670421839, 'resto': 1290719}, {'no': 1291961, 'now': '12/08/22(Thu)12:57:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx7</span>', 'time': 1670522276, 'resto': 1290719}, {'no': 1292314, 'now': '12/09/22(Fri)11:04:44', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx8</span>', 'time': 1670601884, 'resto': 1290719}, {'no': 1292722, 'now': '12/10/22(Sat)12:56:26', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx9</span>', 'time': 1670694986, 'resto': 1290719}]",1670694986,0.0,0.0,4.0,0.0
105,1292717,,,12/10/22(Sat)12:39:08,Anonymous,,What manga is this character from?,IMG-20221208-WA0000,.jpg,342,544,157,250,1670693948100655,1670693948,ijBQLPIwJQcPetuFk1su6w==,65925,0,,what-manga-is-this-character-from,0,0,,1670693948,0.0,0.0,,
106,1292120,,,12/08/22(Thu)19:08:17,Anonymous,,"I have all the recommended specs to run Elden Ring on my PC but it says I need 8192MB of video RAM, and my GPU only has 1GB. Is this BS or will it affect me being able to play it? I have enough RAM",elden-ring-melina,.jpg,1600,900,250,140,1670544497268176,1670544497,Lkx2TlXmJLRj8QYPq3bQnw==,175038,0,,i-have-all-the-recommended-specs-to-run-elden,16,2,"[{'no': 1292254, 'now': '12/09/22(Fri)07:08:34', 'name': 'Anonymous', 'com': '<a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br>Fyi<br>Print screen key then paste into paint.<br>Or Win+shift+s and select what you want and paste into paint.<br>Or keep taking photos of your monitor.', 'time': 1670587714, 'resto': 1292120}, {'no': 1292269, 'now': '12/09/22(Fri)09:01:54', 'name': 'Anonymous', 'com': '<a href=""#p1292254"" class=""quotelink"">&gt;&gt;1292254</a><br>Phoneposting, it was quicker to do it this way, I&#039;m not that much of a boomer', 'time': 1670594514, 'resto': 1292120}, {'no': 1292417, 'now': '12/09/22(Fri)15:32:30', 'name': 'Anonymous', 'com': '<a href=""#p1292125"" class=""quotelink"">&gt;&gt;1292125</a><br><a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br>The tool you&#039;re using there is showing your integrated graphics rather than your rtx. The game will run fine using the rtx', 'time': 1670617950, 'resto': 1292120}, {'no': 1292421, 'now': '12/09/22(Fri)15:43:58', 'name': 'Anonymous', 'com': '<a href=""#p1292136"" class=""quotelink"">&gt;&gt;1292136</a><br><a href=""#p1292252"" class=""quotelink"">&gt;&gt;1292252</a><br><span class=""quote"">&gt;Can I Run It? is saying I have enough RAM but not enough &quot;video RAM&quot;</span><br>- has Optimus laptop<br>- needs to right-click things and run them in game mode<br>- doesn&#039;t right-click the &quot;can I run the game&quot; program and run it in game mode<br>pic related', 'filename': 'F8D681CE-F61F-451E-8E0C-9F02B5A1F29C', 'ext': '.jpg', 'w': 576, 'h': 397, 'tn_w': 125, 'tn_h': 86, 'tim': 1670618638486202, 'time': 1670618638, 'md5': 'l+D5vIDsRQtXF1pwbsBZKg==', 'fsize': 57195, 'resto': 1292120}, {'no': 1292710, 'now': '12/10/22(Sat)11:45:54', 'name': 'OP', 'com': '<a href=""#p1292421"" class=""quotelink"">&gt;&gt;1292421</a><br>Hey I&#039;m a boomer who&#039;s only recently made the switch to master race gaming', 'time': 1670690754, 'resto': 1292120}]",1670690754,0.0,0.0,11.0,1.0
107,1292450,,,12/09/22(Fri)17:41:06,Anonymous,,post videos of rituals that summon Eldritch horrors,IMG-20221209-WA0002,.jpg,852,1600,133,250,1670625666711103,1670625666,Ofwk70iUHBSN4NgzxYNoEg==,150851,0,,post-videos-of-rituals-that-summon-eldritch,9,4,"[{'no': 1292459, 'now': '12/09/22(Fri)17:48:19', 'name': 'Anonymous', 'com': '<a href=""#p1292453"" class=""quotelink"">&gt;&gt;1292453</a><br>that last frame... what was that?', 'time': 1670626099, 'resto': 1292450}, {'no': 1292461, 'now': '12/09/22(Fri)17:50:13', 'name': 'Anonymous', 'com': '<a href=""#p1292459"" class=""quotelink"">&gt;&gt;1292459</a><br>looks like some electrinic thing wide open', 'time': 1670626213, 'resto': 1292450}, {'no': 1292674, 'now': '12/10/22(Sat)09:26:58', 'name': 'Anonymous', 'com': '<a href=""#p1292455"" class=""quotelink"">&gt;&gt;1292455</a><br>I love spooky ghosts', 'time': 1670682418, 'resto': 1292450}, {'no': 1292688, 'now': '12/10/22(Sat)10:22:48', 'name': 'Anonymous', 'filename': '1633191077801', 'ext': '.webm', 'w': 180, 'h': 320, 'tn_w': 70, 'tn_h': 125, 'tim': 1670685768160070, 'time': 1670685768, 'md5': 'fDQx3SzAuBH+V8WOEspw8g==', 'fsize': 3000818, 'resto': 1292450}, {'no': 1292707, 'now': '12/10/22(Sat)11:18:00', 'name': 'Anonymous', 'com': '<a href=""#p1292450"" class=""quotelink"">&gt;&gt;1292450</a><br>https://www.youtube.com/watch?v=aAk<wbr>MkVFwAoo', 'time': 1670689080, 'resto': 1292450}]",1670689080,0.0,0.0,4.0,3.0
108,1292550,,,12/09/22(Fri)22:33:54,Anonymous,Custom American Dad! Logo,"Hello 4chan, I&#039;m hoping someone can make a custom version of the American Dad! logo but with the text Canadian Eh! instead with a Canada flag replacing the American one. I&#039;m looking to have it printed on a T-Shirt for a Christmas gift hopefully :P<br><br>Here&#039;s the text:<br><br>https://i.imgur.com/sso0LLE.png<br><br>The colors are: #E32949 &amp; #231F20",American Dad Logo,.png,1000,1000,250,250,1670643234133185,1670643234,syol8dsDnARgLbjhx88qkA==,102258,0,,custom-american-dad-logo,3,1,"[{'no': 1292692, 'now': '12/10/22(Sat)10:43:26', 'name': 'Anonymous', 'com': '<a href=""#p1292550"" class=""quotelink"">&gt;&gt;1292550</a><br>Bump.', 'time': 1670687006, 'resto': 1292550}, {'no': 1292702, 'now': '12/10/22(Sat)11:12:10', 'name': 'Anonymous', 'com': '<a href=""#p1292692"" class=""quotelink"">&gt;&gt;1292692</a><br>Link to the eps since you&#039;re getting it printed<br>https://litter.catbox.moe/jsne62.ep<wbr>s', 'filename': 'Leaf', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670688730988634, 'time': 1670688730, 'md5': 'BoEbUBTWRsnzfXvn7tsBEw==', 'fsize': 154281, 'resto': 1292550}, {'no': 1292706, 'now': '12/10/22(Sat)11:17:57', 'name': 'OP', 'com': '<a href=""#p1292702"" class=""quotelink"">&gt;&gt;1292702</a><br>Thank you very much :)', 'time': 1670689077, 'resto': 1292550}]",1670689077,0.0,0.0,,
109,1291287,,,12/06/22(Tue)18:08:13,Anonymous,japanese song,"I&#039;m looking for a japanese song that sounds almost exactly to this one, Domino Dancing <br><br>https://www.youtube.com/watch?v=ik2<wbr>YF05iX2w<br><br>Several japanese songs from the 80s/90s are outright copied from foreign ones (there&#039;s another one by Pet Shop Boys also copied, Cindy Lawper ones)<br><br>I don&#039;t remember the singer/idol/series (if there was one) but I remember listening to a japanese song that had almost the same rhythm","pic unrelated, only to attract coomers",.png,593,597,248,250,1670368093002267,1670368093,N7e/Gcn3NHrGKr4dgiLEpQ==,449084,0,,japanese-song,5,0,"[{'no': 1291450, 'now': '12/07/22(Wed)00:45:03', 'name': 'Anonymous', 'com': '<a href=""#p1291287"" class=""quotelink"">&gt;&gt;1291287</a><br>Take a bump - I am curious about his too. <br><br>Ever since Kenny pointed out Elton John&#039;s &quot;Crocodile Rock&quot; was plagiarized to make &quot;Angel&#039;s Montage&quot; https://www.youtube.com/watch?v=7Un<wbr>_TGk8IBo I have been looking on and off for comparable music but without the ability to speak or read Japanese, in addition to the region limitations, it&#039;s hard.<br><br>What Japanese songs copied Cindy Lauper&#039;s music?', 'time': 1670391903, 'resto': 1291287}, {'no': 1291821, 'now': '12/08/22(Thu)01:31:10', 'name': 'Anonymous', 'com': '<a href=""#p1291287"" class=""quotelink"">&gt;&gt;1291287</a><br>Mieko nakahara Dance in the memories?', 'time': 1670481070, 'resto': 1291287}, {'no': 1292171, 'now': '12/08/22(Thu)23:03:45', 'name': 'Anonymous', 'com': '<a href=""#p1291450"" class=""quotelink"">&gt;&gt;1291450</a><br><span class=""quote"">&gt;What Japanese songs copied Cindy Lauper&#039;s music?</span><br>Here. I don&#039;t think I need to point out what song it is<br><br>https://www.youtube.com/watch?v=SUv<wbr>x78VHKBw<br><br><a href=""#p1291821"" class=""quotelink"">&gt;&gt;1291821</a><br>Not that song but thanks anyway', 'time': 1670558625, 'resto': 1291287}, {'no': 1292371, 'now': '12/09/22(Fri)13:04:59', 'name': 'Anonymous', 'com': 'bumping, curious too', 'time': 1670609099, 'resto': 1291287}, {'no': 1292705, 'now': '12/10/22(Sat)11:15:31', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670688931, 'resto': 1291287}]",1670688931,0.0,0.0,,
110,1292703,,,12/10/22(Sat)11:14:09,Anonymous,,Does anyone have that reaction image from a tik tok video about the vaccine where the guy says:<br>&quot;Then Die.&quot; <br>I have been searching it for days,1643578431712,.gif,512,512,250,250,1670688849098131,1670688849,G5gjC5Qa4S8EpGTxhI1S1g==,4165234,0,,does-anyone-have-that-reaction-image-from-a-tik,0,0,,1670688849,0.0,0.0,,
111,1291970,,,12/08/22(Thu)13:19:00,Anonymous,the rarest fucking SACD on earth?,https://www.discogs.com/release/192<wbr>44692-Elissa-%D8%A7%D8%AD%D9%84%D9%<wbr>89-%D8%AF%D9%86%D9%8A%D8%A7<br><br>I can find no record of it existing anywhere outside of the Discogs entry<br><br>nothing on https://www.sa-cd.net/ or https://www.hraudio.net/ and trying to find press releases for camel jockey music of this vintage is practically impossible...,90d855bf397b443e99bf4347e654c1b7,.jpg,399,547,182,250,1670523540650676,1670523540,FhhTJ1MLFGPk0EmJ5LNXTA==,30815,0,,the-rarest-fucking-sacd-on-earth,3,0,"[{'no': 1292233, 'now': '12/09/22(Fri)04:51:07', 'name': 'Anonymous', 'com': '<a href=""#p1291970"" class=""quotelink"">&gt;&gt;1291970</a><br>This album is on RED', 'time': 1670579467, 'resto': 1291970}, {'no': 1292272, 'now': '12/09/22(Fri)09:09:39', 'name': 'Anonymous', 'com': '<a href=""#p1292233"" class=""quotelink"">&gt;&gt;1292233</a><br>As an SACD? I own the physical CD already, both the &quot;proper&quot; pressing and the weird one with alternate mixes of a few tracks.', 'time': 1670594979, 'resto': 1291970}, {'no': 1292691, 'now': '12/10/22(Sat)10:34:56', 'name': 'Anonymous', 'com': '<a href=""#p1292233"" class=""quotelink"">&gt;&gt;1292233</a><br><a href=""#p1292272"" class=""quotelink"">&gt;&gt;1292272</a><br>F', 'time': 1670686496, 'resto': 1291970}]",1670686496,0.0,0.0,,
112,1292684,,,12/10/22(Sat)09:54:27,Anonymous,,Can anyone find this youtube video?<br>https://www.twitch.tv/videos/167398<wbr>0397<br><br>it&#039;s at 2:53:35,1652424866469,.jpg,1080,1115,242,250,1670684067843248,1670684067,8vRlwWHXJjptRh45GRS8RA==,179024,0,,can-anyone-find-this-youtube-video,0,0,,1670684067,0.0,0.0,,
113,1292672,,,12/10/22(Sat)09:17:31,Anonymous,,heroes of might and magic 3<br><br>where do I pirate this shit arrr fitgirl doesn&#039;t have it,Homm3boxart,.jpg,280,355,197,249,1670681851515586,1670681851,qaIsmYy8OJodu67lx7Fl9Q==,32166,0,,heroes-of-might-and-magic-3,1,0,"[{'no': 1292683, 'now': '12/10/22(Sat)09:54:13', 'name': 'Anonymous', 'com': '<a href=""#p1292672"" class=""quotelink"">&gt;&gt;1292672</a><br>https://gog-games.com/game/heroes_o<wbr>f_might_and_magic_3_complete_editio<wbr>n', 'time': 1670684053, 'resto': 1292672}]",1670684053,0.0,0.0,,
114,1292434,,,12/09/22(Fri)16:51:45,Anonymous,where’s this picture from,Saucenao gives nothing,F657F82E-860D-4869-9DB0-02F331AB9359,.jpg,891,900,247,250,1670622705534367,1670622705,ax93RUIKK1U2aNGeXrRElA==,260146,0,,wheres-this-picture-from,3,1,"[{'no': 1292435, 'now': '12/09/22(Fri)16:54:46', 'name': 'Anonymous', 'com': '<a href=""#p1292434"" class=""quotelink"">&gt;&gt;1292434</a><br>google lens literally links to the artist&#039;s website', 'time': 1670622886, 'resto': 1292434}, {'no': 1292631, 'now': '12/10/22(Sat)06:42:35', 'name': 'Anonymous', 'com': '<a href=""#p1292434"" class=""quotelink"">&gt;&gt;1292434</a><br>Those curly whorls remind me of tentacles in Japanese horror manga.<br><br>Bio-meat Nectar<br>https://mangadex.org/title/d6d1812d<wbr>-639a-41b8-a304-e21fc9a1e5bc/bio-me<wbr>at-nectar', 'filename': 'BioMeat128', 'ext': '.png', 'w': 757, 'h': 745, 'tn_w': 125, 'tn_h': 123, 'tim': 1670672555960944, 'time': 1670672555, 'md5': 'Kiz+IkzViSo1oJwJ+Zxbbg==', 'fsize': 133187, 'resto': 1292434}, {'no': 1292678, 'now': '12/10/22(Sat)09:42:12', 'name': 'Anonymous', 'com': '<a href=""#p1292434"" class=""quotelink"">&gt;&gt;1292434</a><br>michael whelan, he&#039;s a great artist', 'time': 1670683332, 'resto': 1292434}]",1670683332,0.0,0.0,,
